#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PRW39270.1	554065.XP_005846208.1	1.61e-151	443.0	28JEF@1|root,2QR06@2759|Eukaryota,37JKQ@33090|Viridiplantae,34KPE@3041|Chlorophyta	3041|Chlorophyta	S	Hits Rare lipoprotein A (RlpA)-like double-psi beta-barrel Rare lipoprotein A (RlpA) contains a conserved region that has the double-psi beta-barrel (DPBB) fold 3,4	-	-	-	-	-	-	-	-	-	-	-	-	DPBB_1
PRW39272.1	3075.A0A087SM60	9.5e-82	289.0	COG0515@1|root,KOG0192@2759|Eukaryota,37ZTB@33090|Viridiplantae,34KFW@3041|Chlorophyta	3041|Chlorophyta	T	Protein tyrosine kinase	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase_Tyr
PRW39273.1	3067.XP_002953985.1	3.45e-121	383.0	COG0438@1|root,KOG1111@2759|Eukaryota,37HHY@33090|Viridiplantae,34JWG@3041|Chlorophyta	3041|Chlorophyta	IMO	Glycosyl transferases group 1	-	-	-	ko:K06119	ko00561,ko01100,map00561,map01100	-	R06867	RC00005,RC00059	ko00000,ko00001,ko01000,ko01003	-	GT4	iRC1080.CRv4_Au5_s1_g1736_t1	Glyco_transf_4,Glycos_transf_1
PRW39274.1	554065.XP_005845020.1	2.09e-109	328.0	COG2518@1|root,KOG1661@2759|Eukaryota,37IWT@33090|Viridiplantae,34KJQ@3041|Chlorophyta	3041|Chlorophyta	H	Protein-L-isoaspartate O-methyltransferase	-	-	2.1.1.77	ko:K00573	-	-	-	-	ko00000,ko01000	-	-	-	PCMT
PRW39275.1	554065.XP_005846202.1	1.15e-213	627.0	2CZP7@1|root,2SB3R@2759|Eukaryota,37YPC@33090|Viridiplantae,34K9W@3041|Chlorophyta	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW39278.1	554065.XP_005844994.1	0.0	1194.0	COG0699@1|root,KOG0446@2759|Eukaryota,37JBC@33090|Viridiplantae,34K9A@3041|Chlorophyta	3041|Chlorophyta	U	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family	-	-	-	-	-	-	-	-	-	-	-	-	Dynamin_N
PRW39279.1	554065.XP_005844994.1	0.0	1194.0	COG0699@1|root,KOG0446@2759|Eukaryota,37JBC@33090|Viridiplantae,34K9A@3041|Chlorophyta	3041|Chlorophyta	U	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family	-	-	-	-	-	-	-	-	-	-	-	-	Dynamin_N
PRW39281.1	554065.XP_005846008.1	1.94e-312	853.0	COG1894@1|root,KOG2658@2759|Eukaryota,37IZ7@33090|Viridiplantae,34HC4@3041|Chlorophyta	3041|Chlorophyta	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain	-	-	1.6.5.3,1.6.99.3	ko:K03942	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016	M00143	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1.6	-	-	Complex1_51K,NADH_4Fe-4S,SLBB
PRW39283.1	554065.XP_005844998.1	0.0	1202.0	COG0249@1|root,KOG0217@2759|Eukaryota,37N15@33090|Viridiplantae,34H1Z@3041|Chlorophyta	3041|Chlorophyta	L	ATPase domain of DNA mismatch repair MUTS family	-	-	-	-	-	-	-	-	-	-	-	-	MutS_I,MutS_V
PRW39284.1	554065.XP_005846104.1	3.22e-188	531.0	COG0794@1|root,2RDRP@2759|Eukaryota,37SS0@33090|Viridiplantae,34JTE@3041|Chlorophyta	3041|Chlorophyta	M	Belongs to the SIS family. GutQ KpsF subfamily	-	-	5.3.1.13	ko:K06041	ko00540,ko01100,map00540,map01100	M00063	R01530	RC00541	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	CBS,SIS
PRW39286.1	248742.XP_005645048.1	1.98e-60	203.0	COG1028@1|root,KOG1208@2759|Eukaryota,380DQ@33090|Viridiplantae,34M9P@3041|Chlorophyta	3041|Chlorophyta	Q	short chain dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short
PRW39287.1	554065.XP_005846163.1	1.36e-198	579.0	COG0387@1|root,KOG1397@2759|Eukaryota,37I79@33090|Viridiplantae,34JGC@3041|Chlorophyta	3041|Chlorophyta	P	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family	-	-	-	ko:K07300	-	-	-	-	ko00000,ko02000	2.A.19	-	-	Na_Ca_ex
PRW39288.1	554065.XP_005845457.1	4.34e-177	526.0	COG0408@1|root,COG3119@1|root,KOG1518@2759|Eukaryota,KOG3731@2759|Eukaryota,37SF7@33090|Viridiplantae,34GUR@3041|Chlorophyta	3041|Chlorophyta	H	coproporphyrinogen III oxidase	-	-	1.3.3.3	ko:K00228	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03220	RC00884	ko00000,ko00001,ko00002,ko01000	-	-	-	Coprogen_oxidas
PRW39291.1	554065.XP_005845016.1	0.0	2046.0	COG1132@1|root,KOG0054@2759|Eukaryota,37Z22@33090|Viridiplantae,34K0D@3041|Chlorophyta	3041|Chlorophyta	Q	ABC transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC_membrane,ABC_tran
PRW39293.1	554065.XP_005845979.1	5.26e-117	338.0	KOG1632@1|root,KOG1632@2759|Eukaryota,37TZX@33090|Viridiplantae,34K5C@3041|Chlorophyta	3041|Chlorophyta	S	Pfam:DUF3594	-	-	-	-	-	-	-	-	-	-	-	-	Alfin,PHD
PRW39295.1	554065.XP_005849464.1	1.21e-142	443.0	COG5665@1|root,KOG2150@2759|Eukaryota,37KA5@33090|Viridiplantae,34K1C@3041|Chlorophyta	3041|Chlorophyta	K	Not1 N-terminal domain, CCR4-Not complex component	-	-	-	ko:K12580	ko03018,map03018	-	-	-	ko00000,ko00001,ko03019	-	-	-	NOT2_3_5,Not3
PRW39296.1	554065.XP_005846030.1	7.16e-111	334.0	28PPT@1|root,2QWC1@2759|Eukaryota,37ITH@33090|Viridiplantae,34MN5@3041|Chlorophyta	3041|Chlorophyta	L	B3 DNA binding domain	-	-	-	-	-	-	-	-	-	-	-	-	B3
PRW39297.1	554065.XP_005846026.1	6.91e-99	287.0	COG5078@1|root,KOG0417@2759|Eukaryota,37N8C@33090|Viridiplantae,34P4Z@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the ubiquitin-conjugating enzyme family	-	-	2.3.2.23	ko:K06689	ko04013,ko04120,ko04141,ko04624,map04013,map04120,map04141,map04624	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	UQ_con
PRW39302.1	3075.A0A087SRA6	8.03e-106	341.0	2EGZT@1|root,2SMTB@2759|Eukaryota,37ZKM@33090|Viridiplantae,34KE6@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW39303.1	3075.A0A087SNS4	2.15e-211	597.0	COG1454@1|root,KOG3857@2759|Eukaryota,37SZ5@33090|Viridiplantae,34K6Y@3041|Chlorophyta	3041|Chlorophyta	C	dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	Aldedh,Fe-ADH
PRW39306.1	554065.XP_005844905.1	1.41e-203	573.0	COG2866@1|root,KOG3641@2759|Eukaryota,37SR3@33090|Viridiplantae,34H8N@3041|Chlorophyta	3041|Chlorophyta	E	Zinc carboxypeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M14
PRW39307.1	3075.A0A087SFA2	8.99e-174	506.0	COG1678@1|root,KOG1567@2759|Eukaryota,37KRP@33090|Viridiplantae,34H92@3041|Chlorophyta	3041|Chlorophyta	F	Ribonucleotide reductase, small chain	-	-	1.17.4.1	ko:K10808	ko00230,ko00240,ko00480,ko00983,ko01100,ko04115,map00230,map00240,map00480,map00983,map01100,map04115	M00053	R02017,R02019,R02024,R08363,R08364,R11893	RC00613,RC01003	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	Ribonuc_red_sm
PRW39309.1	554065.XP_005846199.1	3.35e-163	461.0	COG0149@1|root,KOG1643@2759|Eukaryota,37IFK@33090|Viridiplantae,34JCA@3041|Chlorophyta	3041|Chlorophyta	G	Triosephosphate isomerase	-	-	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	TIM
PRW39311.1	248742.XP_005650680.1	2.82e-146	427.0	COG0024@1|root,KOG2776@2759|Eukaryota,37M9B@33090|Viridiplantae,34HAZ@3041|Chlorophyta	3041|Chlorophyta	J	Metallopeptidase family M24	-	-	3.4.11.18	ko:K01265	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M24
PRW39315.1	554065.XP_005846111.1	8.64e-130	385.0	COG0631@1|root,KOG0698@2759|Eukaryota,37KWY@33090|Viridiplantae,34KK2@3041|Chlorophyta	3041|Chlorophyta	T	Serine/threonine phosphatases, family 2C, catalytic domain	-	-	3.1.3.16	ko:K17500	-	-	-	-	ko00000,ko01000,ko01009	-	-	-	PP2C
PRW39318.1	554065.XP_005846013.1	2.75e-172	493.0	COG1409@1|root,2QUQW@2759|Eukaryota,37IGR@33090|Viridiplantae,34MMN@3041|Chlorophyta	3041|Chlorophyta	S	Calcineurin-like phosphoesterase	-	-	3.6.1.13,3.6.1.16,3.6.1.53	ko:K01517	ko00230,ko00564,map00230,map00564	-	R00855,R01054	RC00002	ko00000,ko00001,ko01000	-	-	-	Metallophos
PRW39320.1	554065.XP_005846130.1	5.73e-205	580.0	COG0561@1|root,2QTVT@2759|Eukaryota,37JY7@33090|Viridiplantae,34N50@3041|Chlorophyta	3041|Chlorophyta	S	Sucrose-6F-phosphate phosphohydrolase	-	-	3.1.3.24	ko:K07024	ko00500,map00500	-	R00805,R06211	RC00017	ko00000,ko00001,ko01000	-	-	-	S6PP
PRW39323.1	554065.XP_005846142.1	5.82e-95	278.0	COG5201@1|root,KOG1724@2759|Eukaryota,37TUD@33090|Viridiplantae,34KGM@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the SKP1 family	-	-	-	ko:K03094	ko04110,ko04111,ko04114,ko04120,ko04141,ko04310,ko04341,ko04350,ko04710,ko05168,ko05200,map04110,map04111,map04114,map04120,map04141,map04310,map04341,map04350,map04710,map05168,map05200	M00379,M00380,M00381,M00382,M00387,M00407,M00411	-	-	ko00000,ko00001,ko00002,ko03036,ko04121	-	-	-	Skp1,Skp1_POZ
PRW39324.1	554065.XP_005846058.1	1.22e-32	114.0	KOG4779@1|root,KOG4779@2759|Eukaryota,37W2V@33090|Viridiplantae,34IWH@3041|Chlorophyta	3041|Chlorophyta	S	Yos1-like	-	-	-	-	-	-	-	-	-	-	-	-	Yos1
PRW39326.1	554065.XP_005846052.1	3.97e-155	472.0	COG1234@1|root,KOG2121@2759|Eukaryota,37V6N@33090|Viridiplantae,34I9I@3041|Chlorophyta	3041|Chlorophyta	S	Beta-lactamase superfamily domain	-	-	3.1.26.11	ko:K00784	ko03013,map03013	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	Lactamase_B
PRW39328.1	3075.A0A087SCT6	1.07e-242	689.0	COG0372@1|root,KOG2617@2759|Eukaryota,37JED@33090|Viridiplantae,34J6U@3041|Chlorophyta	3041|Chlorophyta	H	Belongs to the citrate synthase family	-	-	2.3.3.1	ko:K01647	ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010,M00012,M00740	R00351	RC00004,RC00067	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Citrate_synt
PRW39329.1	554065.XP_005844891.1	0.0	1590.0	COG1025@1|root,KOG0959@2759|Eukaryota,37JVY@33090|Viridiplantae,34JBP@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the peptidase M16 family	-	-	3.4.24.61	ko:K01411	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C,Peptidase_M16_M
PRW39330.1	554065.XP_005846117.1	8.77e-144	443.0	2EUID@1|root,2SWPG@2759|Eukaryota,382GU@33090|Viridiplantae,34NR8@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW39334.1	3075.A0A087SAQ1	3.02e-181	508.0	COG2877@1|root,2QQN7@2759|Eukaryota,37HWC@33090|Viridiplantae,34J32@3041|Chlorophyta	3041|Chlorophyta	M	DAHP synthetase I family	-	-	2.5.1.55	ko:K01627	ko00540,ko01100,map00540,map01100	M00063	R03254	RC00435	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	DAHP_synth_1
PRW39337.1	248742.XP_005650521.1	0.0	1023.0	COG0465@1|root,KOG0731@2759|Eukaryota,37P0Z@33090|Viridiplantae,34H1E@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the AAA ATPase family	FTSH2	-	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,Peptidase_M41
PRW39340.1	554065.XP_005850250.1	1.05e-161	479.0	2CZR1@1|root,2SBB5@2759|Eukaryota,37X39@33090|Viridiplantae,34IFA@3041|Chlorophyta	3041|Chlorophyta	S	major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
PRW39342.1	554065.XP_005845989.1	9.12e-191	551.0	COG0142@1|root,KOG0776@2759|Eukaryota,37QM2@33090|Viridiplantae,34HB0@3041|Chlorophyta	3041|Chlorophyta	H	Belongs to the FPP GGPP synthase family	-	-	2.5.1.1	ko:K14066	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00366	R01658	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	polyprenyl_synt
PRW39346.1	554065.XP_005846023.1	0.0	958.0	COG0123@1|root,COG0666@1|root,KOG1343@2759|Eukaryota,KOG4177@2759|Eukaryota,37KJB@33090|Viridiplantae,34H3D@3041|Chlorophyta	3041|Chlorophyta	B	histone deacetylase	-	-	-	-	-	-	-	-	-	-	-	-	Ank,Ank_2,Ank_4,Hist_deacetyl
PRW39347.1	554065.XP_005846023.1	0.0	943.0	COG0123@1|root,COG0666@1|root,KOG1343@2759|Eukaryota,KOG4177@2759|Eukaryota,37KJB@33090|Viridiplantae,34H3D@3041|Chlorophyta	3041|Chlorophyta	B	histone deacetylase	-	-	-	-	-	-	-	-	-	-	-	-	Ank,Ank_2,Ank_4,Hist_deacetyl
PRW39351.1	554065.XP_005845005.1	3.81e-117	363.0	2CEXX@1|root,2QS0J@2759|Eukaryota,37SRW@33090|Viridiplantae,34MQT@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW39352.1	554065.XP_005846063.1	6.8e-135	404.0	KOG3341@1|root,KOG3341@2759|Eukaryota,37PQ2@33090|Viridiplantae,34JVC@3041|Chlorophyta	3041|Chlorophyta	K	EAP30/Vps36 family	-	-	-	ko:K12188	ko04144,map04144	M00410	-	-	ko00000,ko00001,ko00002,ko04131,ko04147	-	-	-	EAP30
PRW39354.1	554065.XP_005846007.1	1.45e-255	726.0	COG5064@1|root,KOG0166@2759|Eukaryota,37HJI@33090|Viridiplantae,34H50@3041|Chlorophyta	33090|Viridiplantae	U	Belongs to the importin alpha family	-	-	-	-	-	-	-	-	-	-	-	-	Arm
PRW39356.1	554065.XP_005847899.1	3.12e-28	124.0	2EKKU@1|root,2SQGG@2759|Eukaryota,381YF@33090|Viridiplantae,34NXD@3041|Chlorophyta	3041|Chlorophyta	O	Homologues of snake disintegrins	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW39358.1	554065.XP_005845671.1	4.04e-233	665.0	28NRX@1|root,2QVBY@2759|Eukaryota,37M3U@33090|Viridiplantae,34HTK@3041|Chlorophyta	3041|Chlorophyta	S	Protein of unknown function (DUF3754)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3754
PRW39359.1	554065.XP_005846055.1	6.71e-159	467.0	COG0706@1|root,KOG1239@2759|Eukaryota,37IIV@33090|Viridiplantae,34GNG@3041|Chlorophyta	3041|Chlorophyta	OU	membrane	ALB3.1	-	-	ko:K03217	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044,ko03029	2.A.9	-	-	60KD_IMP
PRW39360.1	554065.XP_005846055.1	7.93e-154	452.0	COG0706@1|root,KOG1239@2759|Eukaryota,37IIV@33090|Viridiplantae,34GNG@3041|Chlorophyta	3041|Chlorophyta	OU	membrane	ALB3.1	-	-	ko:K03217	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044,ko03029	2.A.9	-	-	60KD_IMP
PRW39361.1	248742.XP_005647984.1	1.18e-45	152.0	KOG3444@1|root,KOG3444@2759|Eukaryota,37IZB@33090|Viridiplantae,34MC7@3041|Chlorophyta	3041|Chlorophyta	S	Sedlin, N-terminal conserved region	-	-	-	ko:K20301	-	-	-	-	ko00000,ko04131	-	-	-	Sedlin_N
PRW39362.1	554065.XP_005846125.1	5.74e-138	458.0	COG0515@1|root,KOG0192@2759|Eukaryota,38A2Y@33090|Viridiplantae,34KRB@3041|Chlorophyta	2759|Eukaryota	T	to double HA-tagged protein kinase domain of mitogen-activated protein kinase kinase kinase	-	-	2.7.11.1,2.7.11.25	ko:K20717,ko:K20718	ko04016,map04016	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase,Pkinase_Tyr
PRW39363.1	554065.XP_005845975.1	1.99e-72	229.0	COG0091@1|root,KOG1711@2759|Eukaryota,37NCG@33090|Viridiplantae,34IUU@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the universal ribosomal protein uL22 family	-	-	-	ko:K02890	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
PRW39364.1	554065.XP_005845975.1	6.7e-80	247.0	COG0091@1|root,KOG1711@2759|Eukaryota,37NCG@33090|Viridiplantae,34IUU@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the universal ribosomal protein uL22 family	-	-	-	ko:K02890	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
PRW39368.1	554065.XP_005845982.1	2.92e-137	405.0	COG0212@1|root,KOG4410@2759|Eukaryota,37HP3@33090|Viridiplantae,34H33@3041|Chlorophyta	3041|Chlorophyta	H	5-formyltetrahydrofolate cyclo-ligase family	-	-	6.3.3.2	ko:K01934	ko00670,ko01100,map00670,map01100	-	R02301	RC00183	ko00000,ko00001,ko01000	-	-	-	5-FTHF_cyc-lig
PRW39370.1	554065.XP_005845985.1	2.71e-277	785.0	COG0825@1|root,2QPRP@2759|Eukaryota,37MIP@33090|Viridiplantae,34JPN@3041|Chlorophyta	3041|Chlorophyta	I	Acetyl-coa carboxylase	-	-	2.1.3.15,6.4.1.2	ko:K01962	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	ACCA
PRW39371.1	554065.XP_005845985.1	2.62e-281	795.0	COG0825@1|root,2QPRP@2759|Eukaryota,37MIP@33090|Viridiplantae,34JPN@3041|Chlorophyta	3041|Chlorophyta	I	Acetyl-coa carboxylase	-	-	2.1.3.15,6.4.1.2	ko:K01962	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	ACCA
PRW39377.1	554065.XP_005845010.1	4.62e-130	387.0	COG0647@1|root,KOG1618@2759|Eukaryota,37R1D@33090|Viridiplantae,34KDY@3041|Chlorophyta	3041|Chlorophyta	G	Haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_6,Hydrolase_like
PRW39378.1	554065.XP_005845014.1	2.52e-73	221.0	KOG3426@1|root,KOG3426@2759|Eukaryota,37UNH@33090|Viridiplantae,34ITH@3041|Chlorophyta	3041|Chlorophyta	C	NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit	-	-	-	ko:K03950	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016	M00146	-	-	ko00000,ko00001,ko00002	3.D.1.6	-	-	Complex1_LYR
PRW39379.1	3055.EDP02239	2.36e-121	377.0	KOG4569@1|root,KOG4569@2759|Eukaryota,37MDK@33090|Viridiplantae,34NR0@3041|Chlorophyta	3041|Chlorophyta	I	Lipase (class 3)	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_3
PRW39381.1	554065.XP_005844015.1	7.66e-101	332.0	COG1230@1|root,KOG1482@2759|Eukaryota,37ID4@33090|Viridiplantae,34IGA@3041|Chlorophyta	3041|Chlorophyta	P	Cation efflux family	MTP1	-	-	ko:K14689	-	-	-	-	ko00000,ko02000	2.A.4.3.1,2.A.4.3.4	-	-	Cation_efflux
PRW39382.1	554065.XP_005846064.1	4e-109	323.0	KOG4561@1|root,KOG4561@2759|Eukaryota,37XV7@33090|Viridiplantae,34IW6@3041|Chlorophyta	3041|Chlorophyta	S	TLC domain	-	-	-	-	-	-	-	-	-	-	-	-	TRAM_LAG1_CLN8
PRW39383.1	554065.XP_005845999.1	1.63e-79	244.0	28JKK@1|root,2RHFR@2759|Eukaryota,37XBG@33090|Viridiplantae,34N7Z@3041|Chlorophyta	3041|Chlorophyta	A	snRNP Sm proteins	-	-	-	-	-	-	-	-	-	-	-	-	LSM
PRW39385.1	3075.A0A087SAP7	9.5e-151	428.0	COG1890@1|root,KOG1628@2759|Eukaryota,37MQG@33090|Viridiplantae,34GTY@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the eukaryotic ribosomal protein eS1 family	RPS3a	GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576	-	ko:K02984	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S3Ae
PRW39386.1	3075.A0A087SAP7	4.87e-149	424.0	COG1890@1|root,KOG1628@2759|Eukaryota,37MQG@33090|Viridiplantae,34GTY@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the eukaryotic ribosomal protein eS1 family	RPS3a	GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576	-	ko:K02984	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S3Ae
PRW39387.1	554065.XP_005846010.1	0.0	1012.0	COG0187@1|root,KOG0355@2759|Eukaryota,37K5J@33090|Viridiplantae,34H0W@3041|Chlorophyta	3041|Chlorophyta	B	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks	-	-	5.99.1.3	ko:K02470	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
PRW39388.1	554065.XP_005846010.1	0.0	1031.0	COG0187@1|root,KOG0355@2759|Eukaryota,37K5J@33090|Viridiplantae,34H0W@3041|Chlorophyta	3041|Chlorophyta	B	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks	-	-	5.99.1.3	ko:K02470	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
PRW39389.1	554065.XP_005846208.1	3.39e-139	427.0	28JEF@1|root,2QR06@2759|Eukaryota,37JKQ@33090|Viridiplantae,34KPE@3041|Chlorophyta	3041|Chlorophyta	S	Hits Rare lipoprotein A (RlpA)-like double-psi beta-barrel Rare lipoprotein A (RlpA) contains a conserved region that has the double-psi beta-barrel (DPBB) fold 3,4	-	-	-	-	-	-	-	-	-	-	-	-	DPBB_1
PRW39392.1	554065.XP_005846044.1	4.59e-28	122.0	KOG4628@1|root,KOG4628@2759|Eukaryota,381IH@33090|Viridiplantae,34N82@3041|Chlorophyta	3041|Chlorophyta	O	Ring finger domain	-	-	2.3.2.27	ko:K19041	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	zf-RING_2
PRW39393.1	554065.XP_005846044.1	4.59e-28	122.0	KOG4628@1|root,KOG4628@2759|Eukaryota,381IH@33090|Viridiplantae,34N82@3041|Chlorophyta	3041|Chlorophyta	O	Ring finger domain	-	-	2.3.2.27	ko:K19041	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	zf-RING_2
PRW39395.1	554065.XP_005844912.1	5.48e-95	331.0	28IHY@1|root,2QQUV@2759|Eukaryota,37Q0S@33090|Viridiplantae,34NFN@3041|Chlorophyta	3041|Chlorophyta	S	basic region leucin zipper	-	-	-	-	-	-	-	-	-	-	-	-	bZIP_1
PRW39396.1	554065.XP_005846053.1	8.11e-113	337.0	COG3897@1|root,2QUSY@2759|Eukaryota,37WJX@33090|Viridiplantae,34III@3041|Chlorophyta	3041|Chlorophyta	S	negative regulation of electron transfer activity	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_16
PRW44235.1	3055.EDO99059	1.18e-33	124.0	COG2346@1|root,2S7S6@2759|Eukaryota,380Z9@33090|Viridiplantae,34N3R@3041|Chlorophyta	3041|Chlorophyta	Q	Bacterial-like globin	-	-	-	-	-	-	-	-	-	-	-	-	Bac_globin
PRW44237.1	554065.XP_005847360.1	7.35e-170	483.0	KOG4155@1|root,KOG4155@2759|Eukaryota,37YY0@33090|Viridiplantae,34J9T@3041|Chlorophyta	3041|Chlorophyta	S	WD domain, G-beta repeat	-	-	-	-	-	-	-	-	-	-	-	-	WD40
