#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XP_005842899.1	554065.XP_005842899.1	2.61e-70	212.0	COG0347@1|root,2RUKA@2759|Eukaryota,37T8G@33090|Viridiplantae,34IET@3041|Chlorophyta	3041|Chlorophyta	K	Nitrogen regulatory protein P-II	-	-	-	-	-	-	-	-	-	-	-	-	P-II
XP_005842903.1	554065.XP_005842903.1	0.0	1030.0	COG0531@1|root,KOG1287@2759|Eukaryota,37JZU@33090|Viridiplantae,34JK9@3041|Chlorophyta	3041|Chlorophyta	E	Amino Acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
XP_005842904.1	554065.XP_005842904.1	3.4e-164	459.0	COG0323@1|root,KOG1979@2759|Eukaryota,37NVH@33090|Viridiplantae,34JAK@3041|Chlorophyta	3041|Chlorophyta	L	Mlh1 is involved in DNA mismatch repair and may interact with Msh4 in meiotic recombination	MLH1	-	-	ko:K08734	ko01524,ko03430,ko03460,ko05200,ko05210,ko05213,ko05226,map01524,map03430,map03460,map05200,map05210,map05213,map05226	M00295	-	-	ko00000,ko00001,ko00002,ko03400	-	-	-	DNA_mis_repair,HATPase_c_3,Mlh1_C
XP_005842905.1	554065.XP_005843288.1	4.46e-32	126.0	2CRPB@1|root,2R8NN@2759|Eukaryota,381UQ@33090|Viridiplantae,34NHX@3041|Chlorophyta	554065.XP_005843288.1|-	O	Zinc finger, C3HC4 type (RING finger)	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005842908.1	554065.XP_005842908.1	1.24e-74	227.0	2B6AG@1|root,2S0KV@2759|Eukaryota,37V12@33090|Viridiplantae,34NPH@3041|Chlorophyta	3041|Chlorophyta	C	Glutaredoxin-like domain (DUF836)	-	-	-	-	-	-	-	-	-	-	-	-	DUF836
XP_005842909.1	554065.XP_005842909.1	0.0	1985.0	COG0476@1|root,COG1041@1|root,KOG2012@2759|Eukaryota,KOG2671@2759|Eukaryota,37Q5I@33090|Viridiplantae,34H3A@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the ubiquitin-activating E1 family	-	-	6.2.1.45	ko:K03178	ko04120,ko05012,map04120,map05012	-	-	-	ko00000,ko00001,ko01000,ko04121,ko04147	-	-	-	E1_4HB,E1_FCCH,E1_UFD,ThiF,UBA_e1_thiolCys
XP_005842911.1	554065.XP_005842911.1	1.97e-149	427.0	KOG4836@1|root,KOG4836@2759|Eukaryota,37QIG@33090|Viridiplantae,34M6T@3041|Chlorophyta	3041|Chlorophyta	S	TIM21	-	-	-	ko:K17796	-	-	-	-	ko00000,ko02000,ko03029	3.A.8.1	-	-	TIM21
XP_005842912.1	554065.XP_005844065.1	2.09e-19	87.4	COG2340@1|root,KOG3017@2759|Eukaryota,37UH8@33090|Viridiplantae,34N4K@3041|Chlorophyta	3041|Chlorophyta	S	Belongs to the CRISP family	-	-	-	ko:K19919	-	-	-	-	ko00000,ko04131	-	-	-	CAP
XP_005842916.1	554065.XP_005842916.1	0.0	1003.0	COG1208@1|root,KOG1322@2759|Eukaryota,37JN6@33090|Viridiplantae,34GRH@3041|Chlorophyta	3041|Chlorophyta	H	This protein plays a role in synthesis of starch. It catalyzes the synthesis of the activated glycosyl donor, ADP- glucose from Glc-1-P and ATP	ADG2A	-	2.7.7.27	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M00565	R00948	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
XP_005842918.1	554065.XP_005842918.1	2.41e-235	645.0	COG0685@1|root,2QR1E@2759|Eukaryota,37RD2@33090|Viridiplantae,34KCG@3041|Chlorophyta	3041|Chlorophyta	E	Belongs to the peroxidase family	-	-	1.11.1.5	ko:K00428	-	-	-	-	ko00000,ko01000	-	-	-	peroxidase
XP_005842919.1	554065.XP_005842919.1	0.0	1162.0	KOG4569@1|root,KOG4569@2759|Eukaryota,37K0N@33090|Viridiplantae,34KBE@3041|Chlorophyta	3041|Chlorophyta	I	Protein kinase C conserved region 2 (CalB)	-	-	-	-	-	-	-	-	-	-	-	-	C2,Lipase_3
XP_005842924.1	554065.XP_005842924.1	2.41e-124	354.0	COG0681@1|root,KOG3342@2759|Eukaryota,37PAJ@33090|Viridiplantae,34KIG@3041|Chlorophyta	3041|Chlorophyta	U	signal peptidase	-	-	3.4.21.89	ko:K13280	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S24
XP_005842925.1	554065.XP_005842925.1	2.75e-116	333.0	KOG3152@1|root,KOG3152@2759|Eukaryota,37MCS@33090|Viridiplantae,34HQJ@3041|Chlorophyta	3041|Chlorophyta	A	RNA recognition motif	-	-	-	ko:K14785	-	-	-	-	ko00000,ko03009	-	-	-	RRM_1
XP_005842927.1	554065.XP_005842927.1	2.29e-145	410.0	KOG4206@1|root,KOG4206@2759|Eukaryota,37HTB@33090|Viridiplantae,34KHZ@3041|Chlorophyta	3041|Chlorophyta	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	-	-	-	ko:K11094	ko03040,map03040	M00352	-	-	ko00000,ko00001,ko00002,ko03041	-	-	-	RRM_1
XP_005842928.1	554065.XP_005842928.1	5.56e-211	582.0	KOG4533@1|root,KOG4533@2759|Eukaryota,37MCN@33090|Viridiplantae,34KDK@3041|Chlorophyta	3041|Chlorophyta	S	intermembrane lipid transfer activity	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005842929.1	554065.XP_005842929.1	3.06e-52	164.0	COG0271@1|root,KOG2313@2759|Eukaryota,37V6W@33090|Viridiplantae,34MZS@3041|Chlorophyta	3041|Chlorophyta	T	Belongs to the BolA IbaG family	-	-	-	ko:K22066	-	-	-	-	ko00000,ko03029	-	-	-	BolA
XP_005842931.1	554065.XP_005842931.1	0.0	1382.0	KOG1871@1|root,KOG1871@2759|Eukaryota,37KPQ@33090|Viridiplantae,34KVJ@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the peptidase C19 family	-	-	3.4.19.12	ko:K11841	ko04139,map04139	-	-	-	ko00000,ko00001,ko01000,ko01002,ko04121	-	-	-	UCH
XP_005842933.1	554065.XP_005842933.1	4.24e-78	233.0	COG1603@1|root,KOG2363@2759|Eukaryota,37J25@33090|Viridiplantae,34IH6@3041|Chlorophyta	3041|Chlorophyta	J	RNase P subunit p30	-	-	3.1.26.5	ko:K03539	ko03008,ko03013,map03008,map03013	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03016,ko03029	-	-	-	RNase_P_p30
XP_005842935.1	554065.XP_005842935.1	0.0	956.0	COG0464@1|root,KOG0730@2759|Eukaryota,388KM@33090|Viridiplantae,34JWY@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the AAA ATPase family	-	-	-	ko:K14575	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009	-	-	-	AAA
XP_005842937.1	554065.XP_005842937.1	0.0	1173.0	KOG0997@1|root,KOG0997@2759|Eukaryota,380TS@33090|Viridiplantae,34NVN@3041|Chlorophyta	3041|Chlorophyta	S	Trafficking protein Mon1	-	-	-	ko:K20195	ko04138,map04138	-	-	-	ko00000,ko00001,ko04131	-	-	-	Mon1
XP_005842939.1	554065.XP_005842939.1	5.07e-201	557.0	KOG2963@1|root,KOG2963@2759|Eukaryota,37R2S@33090|Viridiplantae,34GZQ@3041|Chlorophyta	3041|Chlorophyta	J	Brix	-	-	-	ko:K14859	-	-	-	-	ko00000,ko03009	-	-	-	Brix
XP_005842940.1	554065.XP_005842940.1	0.0	1453.0	COG0055@1|root,KOG1246@2759|Eukaryota,388PI@33090|Viridiplantae,34PBV@3041|Chlorophyta	3041|Chlorophyta	C	'FY-rich' domain, C-terminal region	-	-	-	-	-	-	-	-	-	-	-	-	FYRC,FYRN,U-box
XP_005842941.1	554065.XP_005842941.1	0.0	885.0	2CY3V@1|root,2S1TJ@2759|Eukaryota,37VR6@33090|Viridiplantae,34I2B@3041|Chlorophyta	3041|Chlorophyta	S	Domain of unknown function (DUF1995)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1995
XP_005842943.1	554065.XP_005842943.1	0.0	3050.0	KOG1922@1|root,KOG1922@2759|Eukaryota,37ZTC@33090|Viridiplantae,34KKZ@3041|Chlorophyta	3041|Chlorophyta	TZ	Belongs to the formin-like family	-	-	-	-	-	-	-	-	-	-	-	-	FH2
XP_005842944.1	554065.XP_005842944.1	0.0	891.0	COG0294@1|root,KOG2544@2759|Eukaryota,37JCV@33090|Viridiplantae,34ICU@3041|Chlorophyta	3041|Chlorophyta	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	-	-	2.5.1.15,2.7.6.3	ko:K13941	ko00790,ko01100,map00790,map01100	M00126,M00840	R03066,R03067,R03503	RC00002,RC00017,RC00121,RC00842	ko00000,ko00001,ko00002,ko01000	-	-	-	HPPK,Pterin_bind
XP_005842945.1	554065.XP_005842945.1	8.55e-84	246.0	KOG1705@1|root,KOG1705@2759|Eukaryota,37UJZ@33090|Viridiplantae,34HZ7@3041|Chlorophyta	3041|Chlorophyta	S	PHF5-like protein	-	-	-	ko:K12834	ko03040,map03040	M00352	-	-	ko00000,ko00001,ko00002,ko03041	-	-	-	PHF5
XP_005842947.1	554065.XP_005842947.1	2.14e-282	770.0	KOG0582@1|root,KOG0582@2759|Eukaryota,37K74@33090|Viridiplantae,34H3Y@3041|Chlorophyta	3041|Chlorophyta	T	kinase-like protein	-	-	2.7.11.1	ko:K08835	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	Pkinase
XP_005842948.1	554065.XP_005842948.1	0.0	1113.0	28JTK@1|root,2QS7F@2759|Eukaryota,37MMQ@33090|Viridiplantae,34PFB@3041|Chlorophyta	33090|Viridiplantae	S	Core-2/I-Branching enzyme	-	-	-	-	-	-	-	-	-	-	-	-	Branch
XP_005842949.1	554065.XP_005842949.1	1.11e-68	213.0	28KE9@1|root,2QSV5@2759|Eukaryota,37Q75@33090|Viridiplantae,34NC4@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005842950.1	554065.XP_005842950.1	1.41e-199	552.0	COG1073@1|root,KOG4667@2759|Eukaryota,37JBE@33090|Viridiplantae,34KZE@3041|Chlorophyta	3041|Chlorophyta	I	Alpha/beta hydrolase family	-	-	-	ko:K06889	-	-	-	-	ko00000	-	-	-	Hydrolase_4
XP_005842951.1	554065.XP_005842951.1	3.85e-151	425.0	COG0376@1|root,2QU9K@2759|Eukaryota,37SQ3@33090|Viridiplantae,34HUQ@3041|Chlorophyta	3041|Chlorophyta	E	Belongs to the peroxidase family	-	-	1.11.1.11	ko:K00434	ko00053,ko00480,map00053,map00480	-	R00644	RC00092	ko00000,ko00001,ko01000	-	-	-	peroxidase
XP_005842954.1	554065.XP_005842954.1	3.56e-131	371.0	29DJB@1|root,2RKPE@2759|Eukaryota,37UB8@33090|Viridiplantae,34I1T@3041|Chlorophyta	3041|Chlorophyta	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	ko:K08234	-	-	-	-	ko00000	-	-	-	Glyoxalase
XP_005842955.1	554065.XP_005842955.1	0.0	1613.0	COG5049@1|root,KOG2044@2759|Eukaryota,37WE2@33090|Viridiplantae,34IAZ@3041|Chlorophyta	3041|Chlorophyta	AL	XRN 5'-3' exonuclease N-terminus	-	-	-	ko:K12618	ko03008,ko03018,map03008,map03018	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03016,ko03019,ko03036	-	-	-	XRN_N
XP_005842960.1	554065.XP_005842960.1	1.04e-173	485.0	COG1358@1|root,KOG3166@2759|Eukaryota,37PYS@33090|Viridiplantae,34GNW@3041|Chlorophyta	3041|Chlorophyta	J	Ribosomal protein L7A	RPL7a	-	-	ko:K02936	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03009,ko03011	-	-	-	Ribosomal_L7Ae
XP_005842962.1	554065.XP_005842962.1	0.0	2146.0	COG0265@1|root,KOG1421@2759|Eukaryota,37M01@33090|Viridiplantae,34GZV@3041|Chlorophyta	3041|Chlorophyta	O	PDZ-like domain	-	-	-	-	-	-	-	-	-	-	-	-	PDZ_1,Trypsin_2
XP_005842964.1	554065.XP_005842964.1	4.44e-134	379.0	COG0464@1|root,KOG0736@2759|Eukaryota,37Q0W@33090|Viridiplantae,34JZQ@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the AAA ATPase family	-	-	-	ko:K13339	ko04146,map04146	-	-	-	ko00000,ko00001,ko04131	3.A.20.1	-	-	AAA
XP_005842966.1	554065.XP_005842966.1	0.0	1444.0	COG1112@1|root,KOG1802@2759|Eukaryota,37YVQ@33090|Viridiplantae,34JMR@3041|Chlorophyta	3041|Chlorophyta	L	AAA domain	-	-	-	ko:K14326	ko03013,ko03015,map03013,map03015	M00430	-	-	ko00000,ko00001,ko00002,ko01000,ko03019	-	-	-	AAA_11,AAA_12
XP_005842968.1	554065.XP_005842968.1	5.2e-51	162.0	COG0271@1|root,KOG3348@2759|Eukaryota,37WCE@33090|Viridiplantae,34NMM@3041|Chlorophyta	3041|Chlorophyta	T	Belongs to the BolA IbaG family	-	-	-	ko:K22075	-	-	-	-	ko00000,ko03029	-	-	-	BolA
XP_005842969.1	554065.XP_005842969.1	9.3e-102	294.0	COG5045@1|root,KOG3344@2759|Eukaryota,37IV7@33090|Viridiplantae,34KTU@3041|Chlorophyta	3041|Chlorophyta	J	Plectin/S10 domain	-	-	-	ko:K02947	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S10_plectin
XP_005842970.1	554065.XP_005842970.1	2.94e-235	647.0	COG5371@1|root,KOG1386@2759|Eukaryota,37PKI@33090|Viridiplantae,34MDZ@3041|Chlorophyta	3041|Chlorophyta	F	Belongs to the GDA1 CD39 NTPase family	-	-	3.6.1.5	ko:K01510	ko00230,ko00240,ko05169,map00230,map00240,map05169	-	R00086,R00122,R00155,R00159,R00328,R00335,R00514,R00569,R00719,R00961,R02092,R02095	RC00002	ko00000,ko00001,ko01000,ko04090	-	-	-	GDA1_CD39
XP_005842973.1	554065.XP_005842973.1	2.28e-234	664.0	2EKKU@1|root,2SQGG@2759|Eukaryota,381YF@33090|Viridiplantae,34NXD@3041|Chlorophyta	3041|Chlorophyta	O	Homologues of snake disintegrins	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005842974.1	554065.XP_005842974.1	1.48e-247	692.0	2EKKU@1|root,2SQGG@2759|Eukaryota,381YF@33090|Viridiplantae,34NXD@3041|Chlorophyta	3041|Chlorophyta	O	Homologues of snake disintegrins	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005842975.1	554065.XP_005842975.1	0.0	1687.0	KOG0597@1|root,KOG0597@2759|Eukaryota,37I7E@33090|Viridiplantae,34GZ6@3041|Chlorophyta	3041|Chlorophyta	T	Serine/Threonine protein kinases, catalytic domain	-	-	2.7.11.1	ko:K17545	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	Pkinase
XP_005842977.1	554065.XP_005842977.1	3.86e-235	645.0	COG0176@1|root,KOG2772@2759|Eukaryota,37JK1@33090|Viridiplantae,34K47@3041|Chlorophyta	3041|Chlorophyta	H	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway	-	-	2.2.1.2	ko:K00616	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01827	RC00439,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	TAL_FSA
XP_005842978.1	554065.XP_005842978.1	0.0	899.0	COG2940@1|root,KOG2084@2759|Eukaryota,37HMW@33090|Viridiplantae,34HFI@3041|Chlorophyta	3041|Chlorophyta	B	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	-	-	-	-	-	-	-	-	-	-	-	-	SET,zf-MYND
XP_005842981.1	554065.XP_005842981.1	0.0	1120.0	KOG1075@1|root,KOG1075@2759|Eukaryota,389VD@33090|Viridiplantae,34PFA@3041|Chlorophyta	2759|Eukaryota	S	Chromatin organization modifier domain	-	-	-	-	-	-	-	-	-	-	-	-	RVT_1
XP_005842984.1	554065.XP_005842984.1	3.02e-276	755.0	COG0306@1|root,KOG2493@2759|Eukaryota,37MAB@33090|Viridiplantae,34GRK@3041|Chlorophyta	3041|Chlorophyta	P	Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport	-	-	-	ko:K14640	-	-	-	-	ko00000,ko02000	2.A.20.2	-	-	PHO4
XP_005842986.1	554065.XP_005842986.1	1.66e-174	488.0	COG0580@1|root,KOG0223@2759|Eukaryota,37P7M@33090|Viridiplantae,34MEA@3041|Chlorophyta	3041|Chlorophyta	G	Belongs to the MIP aquaporin (TC 1.A.8) family	-	-	-	ko:K09875	-	-	-	-	ko00000,ko02000	1.A.8	-	-	MIP
XP_005842989.1	554065.XP_005842989.1	1.84e-282	772.0	28KDX@1|root,2QSUS@2759|Eukaryota,37ZNV@33090|Viridiplantae,34KFF@3041|Chlorophyta	554065.XP_005842989.1|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005842992.1	554065.XP_005842992.1	0.0	1161.0	COG2303@1|root,KOG1238@2759|Eukaryota,37S1C@33090|Viridiplantae,34JUD@3041|Chlorophyta	3041|Chlorophyta	E	GMC oxidoreductase	-	-	4.1.1.106	ko:K22464	-	-	-	-	ko00000,ko01000	-	-	-	GMC_oxred_C,GMC_oxred_N
XP_005842993.1	554065.XP_005842993.1	0.0	994.0	COG5260@1|root,KOG1906@2759|Eukaryota,37KB2@33090|Viridiplantae,34H07@3041|Chlorophyta	3041|Chlorophyta	L	Cid1 family poly A polymerase	-	-	2.7.7.19	ko:K03514	ko03018,map03018	M00393	-	-	ko00000,ko00001,ko00002,ko01000,ko03016,ko03019	-	-	-	NTP_transf_2,PAP_assoc
XP_005842994.1	554065.XP_005842994.1	6.81e-200	556.0	KOG1861@1|root,KOG1861@2759|Eukaryota,37MR6@33090|Viridiplantae,34KJT@3041|Chlorophyta	3041|Chlorophyta	K	SAC3/GANP family	-	-	-	-	-	-	-	-	-	-	-	-	SAC3_GANP
XP_005842996.1	554065.XP_005842996.1	1.3e-113	325.0	COG3565@1|root,2RY6W@2759|Eukaryota,37UZF@33090|Viridiplantae,34MW7@3041|Chlorophyta	3041|Chlorophyta	S	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005842998.1	554065.XP_005842998.1	9.1e-246	678.0	COG5539@1|root,KOG2606@2759|Eukaryota,37MPU@33090|Viridiplantae,34I88@3041|Chlorophyta	3041|Chlorophyta	OT	OTU-like cysteine protease	-	-	3.4.19.12	ko:K18342	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	OTU
XP_005842999.1	554065.XP_005842999.1	4.13e-259	713.0	KOG2626@1|root,KOG2626@2759|Eukaryota,37MNA@33090|Viridiplantae,34I2R@3041|Chlorophyta	3041|Chlorophyta	BK	Domain in SPla and the RYanodine Receptor.	-	-	-	ko:K14964	ko04934,map04934	-	-	-	ko00000,ko00001,ko03036	-	-	-	SPRY
XP_005843000.1	554065.XP_005843000.1	3.56e-284	775.0	COG5076@1|root,KOG1472@2759|Eukaryota,37JG7@33090|Viridiplantae,34GV0@3041|Chlorophyta	3041|Chlorophyta	BK	histone acetyltransferase	-	-	2.3.1.48	ko:K06062	ko04330,ko04919,ko05166,ko05203,map04330,map04919,map05166,map05203	-	-	-	ko00000,ko00001,ko01000,ko03021,ko03036	-	-	-	Acetyltransf_1,Bromodomain
XP_005843002.1	554065.XP_005843002.1	0.0	939.0	KOG2397@1|root,KOG2397@2759|Eukaryota,37K1Z@33090|Viridiplantae,34HQZ@3041|Chlorophyta	3041|Chlorophyta	T	Glucosidase II beta subunit-like	-	-	-	ko:K08288	ko04141,map04141	-	-	-	ko00000,ko00001,ko04091	-	-	-	PRKCSH-like,PRKCSH_1
XP_005843003.1	554065.XP_005843003.1	1.15e-279	774.0	KOG0116@1|root,KOG0116@2759|Eukaryota,37I0X@33090|Viridiplantae,34IN3@3041|Chlorophyta	3041|Chlorophyta	A	Nuclear transport factor 2 (NTF2) domain	-	-	-	-	-	-	-	-	-	-	-	-	NTF2,RRM_1
XP_005843004.1	554065.XP_005843004.1	0.0	1009.0	291QV@1|root,2R8KY@2759|Eukaryota,381MT@33090|Viridiplantae,34MXU@3041|Chlorophyta	554065.XP_005843004.1|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005843006.1	554065.XP_005843006.1	5.29e-206	570.0	2CMNS@1|root,2QR35@2759|Eukaryota,37P6X@33090|Viridiplantae,34IT8@3041|Chlorophyta	3041|Chlorophyta	L	Protein OSB2, chloroplastic-like	-	-	-	-	-	-	-	-	-	-	-	-	SSB
XP_005843007.1	554065.XP_005843007.1	0.0	969.0	28KY8@1|root,2QTEY@2759|Eukaryota,37NUV@33090|Viridiplantae,34JQ5@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005843009.1	554065.XP_005843009.1	0.0	1212.0	COG0154@1|root,KOG1211@2759|Eukaryota,37RB9@33090|Viridiplantae,34K6B@3041|Chlorophyta	3041|Chlorophyta	J	Amidase	-	-	-	-	-	-	-	-	-	-	-	-	Amidase
XP_005843010.1	554065.XP_005843010.1	1.73e-248	682.0	COG2897@1|root,KOG1529@2759|Eukaryota,37P5M@33090|Viridiplantae,34JH0@3041|Chlorophyta	3041|Chlorophyta	H	Rhodanese Homology Domain	-	-	2.8.1.1,2.8.1.2	ko:K01011	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122	-	R01931,R03105,R03106	RC00214	ko00000,ko00001,ko01000	-	-	-	Rhodanese
XP_005843011.1	554065.XP_005843011.1	4.94e-75	224.0	29V2A@1|root,2RXK0@2759|Eukaryota,37TBN@33090|Viridiplantae,34M8R@3041|Chlorophyta	3041|Chlorophyta	S	Bacterial PH domain	-	-	-	-	-	-	-	-	-	-	-	-	bPH_2
XP_005843012.1	554065.XP_005843012.1	0.0	2050.0	COG0474@1|root,KOG0204@2759|Eukaryota,383Q3@33090|Viridiplantae,34JK7@3041|Chlorophyta	3041|Chlorophyta	P	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium	-	-	3.6.3.8	ko:K01537	-	-	-	-	ko00000,ko01000	3.A.3.2	-	-	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3
XP_005843014.1	554065.XP_005843014.1	0.0	1260.0	COG0306@1|root,KOG2493@2759|Eukaryota,37MAB@33090|Viridiplantae,34GRK@3041|Chlorophyta	3041|Chlorophyta	P	Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport	-	-	-	ko:K14640	-	-	-	-	ko00000,ko02000	2.A.20.2	-	-	PHO4
XP_005843015.1	554065.XP_005843015.1	0.0	1165.0	COG0306@1|root,KOG2493@2759|Eukaryota,37MAB@33090|Viridiplantae,34GRK@3041|Chlorophyta	3041|Chlorophyta	P	Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport	-	-	-	ko:K14640	-	-	-	-	ko00000,ko02000	2.A.20.2	-	-	PHO4
XP_005843017.1	554065.XP_005843017.1	0.0	924.0	KOG0266@1|root,KOG0266@2759|Eukaryota,37SIQ@33090|Viridiplantae,34JJH@3041|Chlorophyta	3041|Chlorophyta	S	WD domain, G-beta repeat	-	-	-	ko:K11801	-	-	-	-	ko00000,ko04121	-	-	-	WD40
XP_005843019.1	554065.XP_005843019.1	8.69e-149	419.0	COG1100@1|root,KOG0087@2759|Eukaryota,37J9I@33090|Viridiplantae,34GUF@3041|Chlorophyta	3041|Chlorophyta	U	Rab subfamily of small GTPases	RAB11	-	-	ko:K07904,ko:K07905,ko:K11801	ko04144,ko04152,ko04961,ko04962,ko04972,map04144,map04152,map04961,map04962,map04972	-	-	-	ko00000,ko00001,ko04031,ko04121,ko04131,ko04147	-	-	-	Ras
XP_005843020.1	554065.XP_005843020.1	0.0	1117.0	COG1231@1|root,KOG0029@2759|Eukaryota,37KUS@33090|Viridiplantae,34JQI@3041|Chlorophyta	2759|Eukaryota	Q	Flavin containing amine oxidoreductase	-	-	-	ko:K11450,ko:K19413	ko04714,map04714	-	-	-	ko00000,ko00001,ko01000,ko03036	-	-	-	Amino_oxidase
XP_005843021.1	554065.XP_005843021.1	0.0	997.0	COG5029@1|root,KOG0365@2759|Eukaryota,37MBT@33090|Viridiplantae,34JQF@3041|Chlorophyta	3041|Chlorophyta	O	Prenyltransferase and squalene oxidase repeat	-	-	2.5.1.58	ko:K05954	ko00900,ko01130,map00900,map01130	-	R09844	RC00069,RC03004	ko00000,ko00001,ko01000,ko01006	-	-	-	Prenyltrans
XP_005843022.1	554065.XP_005843022.1	0.0	871.0	COG0596@1|root,2QSNW@2759|Eukaryota,37SCR@33090|Viridiplantae,34GXW@3041|Chlorophyta	3041|Chlorophyta	S	alpha/beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1
XP_005843023.1	554065.XP_005843023.1	1.46e-286	781.0	KOG0660@1|root,KOG0660@2759|Eukaryota,37I3U@33090|Viridiplantae,34KAT@3041|Chlorophyta	3041|Chlorophyta	T	mitogen-activated protein kinase	-	-	2.7.11.24	ko:K14512	ko04016,ko04075,map04016,map04075	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase
XP_005843024.1	554065.XP_005843024.1	5.04e-155	435.0	COG0563@1|root,KOG3079@2759|Eukaryota,37RRS@33090|Viridiplantae,34HSS@3041|Chlorophyta	3041|Chlorophyta	F	Catalyzes the phosphorylation of pyrimidine nucleoside monophosphates at the expense of ATP. Plays an important role in de novo pyrimidine nucleotide biosynthesis. Has preference for UMP and CMP as phosphate acceptors	-	-	2.7.4.14	ko:K13800	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00052	R00158,R00512,R01665,R11891,R11892	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	ADK
XP_005843026.1	554065.XP_005843026.1	4.83e-277	757.0	COG0002@1|root,KOG4354@2759|Eukaryota,37R6A@33090|Viridiplantae,34IQR@3041|Chlorophyta	3041|Chlorophyta	E	Semialdehyde dehydrogenase, NAD binding domain	-	-	1.2.1.38	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R03443	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Semialdhyde_dh,Semialdhyde_dhC
XP_005843027.1	554065.XP_005843027.1	2.8e-124	354.0	KOG0226@1|root,KOG0226@2759|Eukaryota,37Q3K@33090|Viridiplantae,34I7E@3041|Chlorophyta	3041|Chlorophyta	A	RNA recognition motif	-	-	-	-	-	-	-	-	-	-	-	-	RRM_1
XP_005843028.1	554065.XP_005843028.1	0.0	1175.0	KOG1620@1|root,KOG1620@2759|Eukaryota,37QAD@33090|Viridiplantae,34M1C@3041|Chlorophyta	3041|Chlorophyta	IKT	Inositol phosphate kinase with a broad substrate specificity	-	-	2.7.1.140,2.7.1.151	ko:K00915	ko00562,ko01100,ko04070,ko04138,map00562,map01100,map04070,map04138	M00132	R03478,R05800,R05801,R10065,R10953	RC00002,RC00078,RC01938	ko00000,ko00001,ko00002,ko01000	-	-	-	IPK
