#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
scaffold14.g1125.t1	554065.XP_005848712.1	3.63e-261	758.0	COG3774@1|root,2RJ0F@2759|Eukaryota,37T47@33090|Viridiplantae,34HG7@3041|Chlorophyta	3041|Chlorophyta	G	Glycosyltransferase sugar-binding region containing DXD motif	-	-	-	-	-	-	-	-	-	-	-	-	Gly_transf_sug
scaffold14.g1126.t1	554065.XP_005848923.1	1.56e-137	412.0	COG5542@1|root,KOG2647@2759|Eukaryota,37NYS@33090|Viridiplantae,34IMG@3041|Chlorophyta	3041|Chlorophyta	G	Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis	-	-	-	ko:K07542	ko00563,ko01100,map00563,map01100	M00065	R05921	-	ko00000,ko00001,ko00002,ko01000,ko01003	-	GT76	-	Mannosyl_trans2
scaffold14.g1128.t1	554065.XP_005848921.1	7.56e-117	365.0	COG1236@1|root,KOG1361@2759|Eukaryota,37K3I@33090|Viridiplantae,34JD7@3041|Chlorophyta	3041|Chlorophyta	L	DNA repair metallo-beta-lactamase	-	-	-	ko:K15340	-	-	-	-	ko00000,ko03400	-	-	-	DRMBL,Lactamase_B_2
scaffold14.g1129.t1	554065.XP_005848718.1	2.74e-83	256.0	COG5080@1|root,KOG3103@2759|Eukaryota,37IB2@33090|Viridiplantae,34I55@3041|Chlorophyta	3041|Chlorophyta	U	Protein YIPF5 homolog	-	-	-	ko:K20363	-	-	-	-	ko00000,ko04131	-	-	-	Yip1
scaffold14.g1130.t1	3075.A0A087SIS7	3.75e-45	173.0	KOG1171@1|root,KOG1171@2759|Eukaryota,37NS8@33090|Viridiplantae,34KUM@3041|Chlorophyta	3041|Chlorophyta	P	Tesmin/TSO1-like CXC domain	-	-	-	ko:K21776	ko04218,map04218	-	-	-	ko00000,ko00001	-	-	-	TCR
scaffold14.g1131.t1	248742.XP_005644181.1	2.56e-261	731.0	COG0459@1|root,KOG0359@2759|Eukaryota,37J2X@33090|Viridiplantae,34HCK@3041|Chlorophyta	3041|Chlorophyta	O	assists the folding of proteins upon ATP hydrolysis	-	-	-	ko:K09498	-	-	-	-	ko00000,ko03110,ko04147	-	-	-	Cpn60_TCP1
scaffold14.g1132.t1	248742.XP_005649844.1	6.18e-68	257.0	COG5210@1|root,KOG1861@1|root,KOG1861@2759|Eukaryota,KOG2058@2759|Eukaryota,37R6Q@33090|Viridiplantae,34KRD@3041|Chlorophyta	3041|Chlorophyta	U	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.	-	-	-	ko:K20166	-	-	-	-	ko00000,ko04131	-	-	-	RabGAP-TBC
scaffold14.g1134.t1	3075.A0A087SCZ3	2.23e-96	297.0	COG1957@1|root,KOG2938@2759|Eukaryota,37ZNB@33090|Viridiplantae,34KQZ@3041|Chlorophyta	3041|Chlorophyta	F	Inosine-uridine preferring nucleoside hydrolase	-	-	3.2.2.1	ko:K01239	ko00230,ko00760,ko01100,map00230,map00760,map01100	-	R01245,R01273,R01677,R01770,R02143	RC00033,RC00063,RC00122,RC00318,RC00485	ko00000,ko00001,ko01000	-	-	-	IU_nuc_hydro
scaffold14.g1135.t1	554065.XP_005845230.1	5.83e-194	546.0	COG0418@1|root,KOG2902@2759|Eukaryota,37N7A@33090|Viridiplantae,34H98@3041|Chlorophyta	3041|Chlorophyta	F	Amidohydrolase family	-	-	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1
scaffold14.g1141.t1	554065.XP_005843576.1	3.42e-225	649.0	COG0438@1|root,KOG1111@2759|Eukaryota,37HHY@33090|Viridiplantae,34JWG@3041|Chlorophyta	3041|Chlorophyta	IMO	Glycosyl transferases group 1	-	-	-	ko:K06119	ko00561,ko01100,map00561,map01100	-	R06867	RC00005,RC00059	ko00000,ko00001,ko01000,ko01003	-	GT4	iRC1080.CRv4_Au5_s1_g1736_t1	Glyco_transf_4,Glycos_transf_1
scaffold14.g1142.t1	554065.XP_005847401.1	9.04e-75	248.0	KOG2196@1|root,KOG2196@2759|Eukaryota,37RUM@33090|Viridiplantae,34J26@3041|Chlorophyta	3041|Chlorophyta	Y	Nsp1-like C-terminal region	-	-	-	ko:K14306	ko03013,map03013	M00427	-	-	ko00000,ko00001,ko00002,ko03019	1.I.1	-	-	Nsp1_C
scaffold14.g1144.t1	554065.XP_005848716.1	1.2e-141	417.0	28IW7@1|root,2QR7U@2759|Eukaryota,37VS5@33090|Viridiplantae,34KVU@3041|Chlorophyta	3041|Chlorophyta	S	WD40 repeats	-	-	-	ko:K11803	-	-	-	-	ko00000,ko04121	-	-	-	WD40
scaffold14.g1147.t1	554065.XP_005848714.1	4.43e-113	335.0	KOG4532@1|root,KOG4532@2759|Eukaryota,3802P@33090|Viridiplantae,34M4M@3041|Chlorophyta	3041|Chlorophyta	S	Uncharacterised protein domain (DUF2415)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2415,WD40
scaffold14.g1150.t1	554065.XP_005848722.1	3.96e-45	151.0	COG0545@1|root,KOG0549@2759|Eukaryota,380BU@33090|Viridiplantae,34MD5@3041|Chlorophyta	3041|Chlorophyta	O	FKBP-type peptidyl-prolyl cis-trans isomerase	-	-	5.2.1.8	ko:K09569	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	FKBP_C
scaffold14.g1153.t1	554065.XP_005843863.1	4.95e-77	243.0	28JI2@1|root,2QRXA@2759|Eukaryota,37J6E@33090|Viridiplantae,34GSP@3041|Chlorophyta	3041|Chlorophyta	S	photosystem II	PSBO	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02716	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	MSP
scaffold14.g1154.t1	554065.XP_005848721.1	2.66e-182	542.0	COG5059@1|root,KOG0239@2759|Eukaryota,37KAM@33090|Viridiplantae,34HER@3041|Chlorophyta	3041|Chlorophyta	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	-	-	-	ko:K10406	-	-	-	-	ko00000,ko04812	-	-	-	Kinesin
scaffold14.g1155.t1	554065.XP_005848930.1	3.43e-183	566.0	COG5644@1|root,KOG2172@2759|Eukaryota,37I2R@33090|Viridiplantae,34HKF@3041|Chlorophyta	3041|Chlorophyta	S	Utp14 protein	-	-	-	ko:K14567	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009	-	-	-	Utp14
scaffold14.g1157.t1	554065.XP_005848932.1	1.38e-35	129.0	2CZ8P@1|root,2S930@2759|Eukaryota,3833Y@33090|Viridiplantae,34NVG@3041|Chlorophyta	3041|Chlorophyta	S	p25-alpha	-	-	-	-	-	-	-	-	-	-	-	-	p25-alpha
scaffold14.g1158.t1	554065.XP_005848724.1	3.44e-83	256.0	COG0321@1|root,KOG0325@2759|Eukaryota,37JW8@33090|Viridiplantae,34HXA@3041|Chlorophyta	3041|Chlorophyta	CH	Lipoate-protein ligase b	LIPB	-	2.3.1.181	ko:K03801	ko00785,ko01100,map00785,map01100	-	R07766,R07769	RC00039,RC00992,RC02867	ko00000,ko00001,ko01000	-	-	-	BPL_LplA_LipB
scaffold14.g1159.t1	554065.XP_005848931.1	3.96e-191	556.0	COG0513@1|root,KOG0327@2759|Eukaryota,37I72@33090|Viridiplantae,34HNX@3041|Chlorophyta	3041|Chlorophyta	A	helicase superfamily c-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	DEAD,Helicase_C
scaffold14.g1160.t1	248742.XP_005643103.1	0.0	1050.0	COG0326@1|root,KOG0019@2759|Eukaryota,37QS8@33090|Viridiplantae,34H57@3041|Chlorophyta	3041|Chlorophyta	O	Hsp90 protein	HSP90A	-	-	ko:K04079	ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418	-	-	-	ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147	-	-	-	HATPase_c,HSP90
scaffold14.g1164.t1	3075.A0A087SIQ7	6.78e-241	683.0	COG5239@1|root,KOG0620@2759|Eukaryota,37JMM@33090|Viridiplantae,34HDR@3041|Chlorophyta	3041|Chlorophyta	K	Endonuclease/Exonuclease/phosphatase family	-	-	3.1.13.4	ko:K12603	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	Exo_endo_phos,zf-C6H2
scaffold14.g1165.t1	554065.XP_005848730.1	2.24e-148	431.0	COG0539@1|root,2QUY8@2759|Eukaryota,37QBM@33090|Viridiplantae,34HDZ@3041|Chlorophyta	3041|Chlorophyta	J	ribosomal protein S1	PRPS1	-	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S1
scaffold14.g1170.t1	554065.XP_005848944.1	4.12e-101	355.0	2C46V@1|root,2QUNP@2759|Eukaryota,37WMS@33090|Viridiplantae,34ICP@3041|Chlorophyta	3041|Chlorophyta	S	positive regulation of bicellular tight junction assembly	-	-	-	ko:K16478	-	-	-	-	ko00000,ko03036	-	-	-	IQ
scaffold14.g1171.t1	554065.XP_005848737.1	2.08e-108	333.0	COG0807@1|root,KOG1284@2759|Eukaryota,37UAH@33090|Viridiplantae,34HNE@3041|Chlorophyta	3041|Chlorophyta	H	GTP cyclohydrolase II	-	-	3.5.4.25	ko:K01497	ko00740,ko00790,ko01100,ko01110,ko02024,map00740,map00790,map01100,map01110,map02024	M00125	R00425	RC00293,RC02504	ko00000,ko00001,ko00002,ko01000	-	-	iRC1080.CRv4_Au5_s9_g15352_t1	GTP_cyclohydro2
scaffold14.g1173.t1	248742.XP_005643081.1	5.27e-80	266.0	COG0170@1|root,KOG4453@2759|Eukaryota,37MAD@33090|Viridiplantae,34HWV@3041|Chlorophyta	3041|Chlorophyta	I	Phytol kinase	-	-	2.7.1.182,2.7.1.216	ko:K15892,ko:K18678	ko00900,ko01130,map00900,map01130	-	R09849,R10659	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	-
scaffold14.g1174.t1	248742.XP_005643088.1	3.28e-47	166.0	KOG4186@1|root,KOG4186@2759|Eukaryota,37I6G@33090|Viridiplantae,34IEZ@3041|Chlorophyta	3041|Chlorophyta	U	Peroxisomal biogenesis factor 11 (PEX11)	-	-	-	-	-	-	-	-	-	-	-	-	PEX11
scaffold14.g1176.t1	554065.XP_005848943.1	8.92e-33	120.0	28WC3@1|root,2R344@2759|Eukaryota,38449@33090|Viridiplantae,34NBB@3041|Chlorophyta	3041|Chlorophyta	S	Spindle and kinetochore-associated protein 2	-	-	-	-	-	-	-	-	-	-	-	-	SKA2
scaffold14.g1177.t1	242159.ABO94328	1.01e-80	246.0	COG0723@1|root,KOG1671@2759|Eukaryota,37J4P@33090|Viridiplantae,34KC1@3041|Chlorophyta	3041|Chlorophyta	C	Cytochrome b6-f complex iron-sulfur subunit	PETC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	1.10.9.1	ko:K02636	ko00195,ko01100,map00195,map01100	M00162	R03817,R08409	RC01002	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	CytB6-F_Fe-S,Rieske
scaffold14.g1179.t1	554065.XP_005848934.1	1.07e-89	297.0	COG1752@1|root,KOG2214@2759|Eukaryota,37NCE@33090|Viridiplantae,34HBM@3041|Chlorophyta	3041|Chlorophyta	I	Domain of unknown function (DUF3336)	-	-	2.3.1.51,3.1.1.13,3.1.1.3,3.1.1.4	ko:K14674	ko00100,ko00561,ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,map00100,map00561,map00564,map00565,map00590,map00591,map00592,map01100,map01110	M00089,M00098	R01315,R01317,R01462,R02053,R02241,R02250,R02687,R07064,R07379,R07387,R07859	RC00004,RC00020,RC00037,RC00041,RC00055,RC00094,RC00523	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF3336,Patatin
scaffold14.g1181.t1	554065.XP_005848947.1	5.65e-107	327.0	KOG1699@1|root,KOG1699@2759|Eukaryota,37ISC@33090|Viridiplantae,34IZJ@3041|Chlorophyta	3041|Chlorophyta	S	10 TM Acyl Transferase domain found in Cas1p	-	-	2.3.1.45	ko:K03377	-	-	-	-	ko00000,ko01000	-	-	-	Cas1_AcylT
scaffold14.g1183.t1	554065.XP_005848947.1	7.69e-100	312.0	KOG1699@1|root,KOG1699@2759|Eukaryota,37ISC@33090|Viridiplantae,34IZJ@3041|Chlorophyta	3041|Chlorophyta	S	10 TM Acyl Transferase domain found in Cas1p	-	-	2.3.1.45	ko:K03377	-	-	-	-	ko00000,ko01000	-	-	-	Cas1_AcylT
scaffold14.g1184.t1	554065.XP_005848741.1	3.44e-80	261.0	COG4826@1|root,KOG2392@2759|Eukaryota,37WAE@33090|Viridiplantae,34MJV@3041|Chlorophyta	3041|Chlorophyta	V	Belongs to the serpin family	-	-	-	ko:K13963	ko05146,map05146	-	-	-	ko00000,ko00001	-	-	-	Serpin
scaffold14.g1185.t1	554065.XP_005848735.1	1.82e-98	306.0	COG0398@1|root,KOG3140@2759|Eukaryota,37I5C@33090|Viridiplantae,34M6W@3041|Chlorophyta	3041|Chlorophyta	S	SNARE associated Golgi protein	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
scaffold14.g1190.t1	554065.XP_005848870.1	2.01e-215	630.0	KOG2370@1|root,KOG2370@2759|Eukaryota,37MJ3@33090|Viridiplantae,34JFB@3041|Chlorophyta	3041|Chlorophyta	T	Cactus-binding C-terminus of cactin protein	-	-	-	-	-	-	-	-	-	-	-	-	CactinC_cactus,Cactin_mid
scaffold14.g1191.t1	554065.XP_005848671.1	7.93e-86	282.0	COG5238@1|root,KOG1909@2759|Eukaryota,37MBM@33090|Viridiplantae,34H1T@3041|Chlorophyta	3041|Chlorophyta	ATY	Leucine Rich repeat	-	-	-	ko:K02909,ko:K14319	ko03010,ko03013,map03010,map03013	M00178,M00427	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03019	-	-	-	LRR_6,WPP
scaffold14.g1194.t1	554065.XP_005845713.1	8.22e-114	342.0	COG0604@1|root,KOG1198@2759|Eukaryota,37Q17@33090|Viridiplantae,34MRX@3041|Chlorophyta	3041|Chlorophyta	C	Zinc-binding dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	ADH_zinc_N_2
scaffold14.g1195.t1	554065.XP_005848872.1	4.1e-96	302.0	KOG1337@1|root,KOG1337@2759|Eukaryota,37I7T@33090|Viridiplantae,34HPH@3041|Chlorophyta	3041|Chlorophyta	S	Rubisco LSMT substrate-binding	-	-	2.1.1.127,2.1.1.259	ko:K00592	-	-	R05179	RC01974	ko00000,ko01000	-	-	-	Rubis-subs-bind,SET
scaffold14.g1197.t1	3075.A0A087SIT8	1.86e-65	199.0	COG1958@1|root,KOG3459@2759|Eukaryota,37UFB@33090|Viridiplantae,34KSQ@3041|Chlorophyta	3041|Chlorophyta	A	snRNP Sm proteins	-	-	-	ko:K11096	ko03040,map03040	M00351,M00352,M00354,M00355,M00398	-	-	ko00000,ko00001,ko00002,ko03032,ko03041	-	-	-	LSM
scaffold14.g1199.t1	248742.XP_005645741.1	2.64e-23	110.0	COG0465@1|root,KOG0731@2759|Eukaryota,37NIU@33090|Viridiplantae,34J3Q@3041|Chlorophyta	3041|Chlorophyta	O	Peptidase family M41	-	-	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,Peptidase_M41
scaffold14.g1200.t1	554065.XP_005848949.1	6.09e-128	403.0	COG0465@1|root,KOG0731@2759|Eukaryota,37NIU@33090|Viridiplantae,34J3Q@3041|Chlorophyta	3041|Chlorophyta	O	Peptidase family M41	-	-	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,Peptidase_M41
scaffold14.g1201.t1	554065.XP_005848743.1	2.05e-152	452.0	COG0535@1|root,2QWFM@2759|Eukaryota,37S4P@33090|Viridiplantae,34GV3@3041|Chlorophyta	3041|Chlorophyta	S	Protein of unknown function (DUF3641)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3641,Radical_SAM
scaffold14.g1204.t1	554065.XP_005848684.1	3.54e-141	478.0	KOG1242@1|root,KOG1242@2759|Eukaryota,37KQN@33090|Viridiplantae,34K1I@3041|Chlorophyta	3041|Chlorophyta	J	Translational activator	-	-	-	-	-	-	-	-	-	-	-	-	Cohesin_HEAT,HEAT,HEAT_2,HEAT_EZ
scaffold14.g1205.t1	248742.XP_005645731.1	6.4e-182	556.0	KOG1242@1|root,KOG1242@2759|Eukaryota,37KQN@33090|Viridiplantae,34K1I@3041|Chlorophyta	3041|Chlorophyta	J	Translational activator	-	-	-	-	-	-	-	-	-	-	-	-	Cohesin_HEAT,HEAT,HEAT_2,HEAT_EZ
scaffold14.g1206.t1	554065.XP_005850883.1	1.38e-81	271.0	KOG1584@1|root,KOG1584@2759|Eukaryota,383YR@33090|Viridiplantae,34N0Z@3041|Chlorophyta	3041|Chlorophyta	H	Belongs to the sulfotransferase 1 family	-	-	2.8.2.1	ko:K01014	ko05204,map05204	-	R01242	RC00007,RC00128	ko00000,ko00001,ko01000	-	-	-	Sulfotransfer_1
scaffold14.g1207.t1	554065.XP_005848687.1	1.77e-125	374.0	COG1028@1|root,KOG1208@2759|Eukaryota,37NBZ@33090|Viridiplantae,34HU6@3041|Chlorophyta	3041|Chlorophyta	Q	Enoyl-(Acyl carrier protein) reductase	-	-	-	ko:K11168	-	-	-	-	ko00000,ko01000	-	-	-	adh_short
scaffold14.g1209.t1	554065.XP_005848390.1	1.84e-129	423.0	28WB5@1|root,2R336@2759|Eukaryota,38AFI@33090|Viridiplantae,34N5V@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
scaffold14.g1212.t1	554065.XP_005852045.1	1.5e-107	323.0	COG1075@1|root,2QS8K@2759|Eukaryota,37Z4W@33090|Viridiplantae,34J8Z@3041|Chlorophyta	3041|Chlorophyta	S	Alpha beta-Hydrolases superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	-
scaffold14.g1213.t1	554065.XP_005846792.1	1.64e-58	226.0	2C3HI@1|root,2S72G@2759|Eukaryota,37X9N@33090|Viridiplantae,34ID7@3041|Chlorophyta	3041|Chlorophyta	S	K homology RNA-binding domain	-	-	-	ko:K06236	ko04151,ko04510,ko04512,ko04611,ko04926,ko04933,ko04974,ko05146,ko05165,map04151,map04510,map04512,map04611,map04926,map04933,map04974,map05146,map05165	-	-	-	ko00000,ko00001,ko00536,ko04516	-	-	-	KH_1
scaffold14.g1214.t1	248742.XP_005644244.1	1.75e-42	162.0	COG3823@1|root,2QUQC@2759|Eukaryota,37NWP@33090|Viridiplantae,34I24@3041|Chlorophyta	3041|Chlorophyta	G	Glutamine cyclotransferase	-	-	-	-	-	-	-	-	-	-	-	-	Glu_cyclase_2
scaffold14.g1216.t1	554065.XP_005848885.1	5.08e-201	585.0	KOG2532@1|root,KOG2532@2759|Eukaryota,37KTN@33090|Viridiplantae,34J80@3041|Chlorophyta	3041|Chlorophyta	G	Major Facilitator Superfamily	-	-	-	ko:K08193	-	-	-	-	ko00000,ko02000	2.A.1.14	-	-	MFS_1
scaffold14.g1217.t1	554065.XP_005848881.1	1.43e-112	356.0	28J88@1|root,2QRKP@2759|Eukaryota,37VG2@33090|Viridiplantae,34ICI@3041|Chlorophyta	3041|Chlorophyta	S	Nuclear segregation protein	-	-	-	-	-	-	-	-	-	-	-	-	-
scaffold14.g1218.t1	3075.A0A087SQL0	2.13e-107	328.0	28JET@1|root,2QRTU@2759|Eukaryota,37JJ7@33090|Viridiplantae,34KEB@3041|Chlorophyta	3041|Chlorophyta	S	protein At4g37920, chloroplastic-like	-	-	-	-	-	-	-	-	-	-	-	-	-
scaffold14.g1219.t1	554065.XP_005848884.1	4.18e-73	231.0	COG5066@1|root,KOG0439@2759|Eukaryota,37HIK@33090|Viridiplantae,34IBH@3041|Chlorophyta	3041|Chlorophyta	U	MSP (Major sperm protein) domain	-	-	-	-	-	-	-	-	-	-	-	-	Motile_Sperm
scaffold14.g1223.t1	554065.XP_005848890.1	3.05e-290	840.0	KOG2114@1|root,KOG2114@2759|Eukaryota,37N2R@33090|Viridiplantae,34K3D@3041|Chlorophyta	3041|Chlorophyta	U	Vacuolar protein-sorting-associated protein 11 homolog	-	-	-	ko:K20179	ko04138,map04138	-	-	-	ko00000,ko00001,ko04131	-	-	-	VPS11_C
scaffold14.g1225.t1	554065.XP_005847023.1	6.84e-278	817.0	COG1196@1|root,KOG0996@2759|Eukaryota,37QW3@33090|Viridiplantae,34H8T@3041|Chlorophyta	3041|Chlorophyta	BD	Structural Maintenance of	-	-	-	ko:K06675	ko04111,map04111	-	-	-	ko00000,ko00001,ko03036	-	-	-	SMC_N,SMC_hinge
scaffold14.g1226.t1	554065.XP_005848689.1	2.03e-76	229.0	COG5262@1|root,KOG1756@2759|Eukaryota,37UXP@33090|Viridiplantae,34M3A@3041|Chlorophyta	3041|Chlorophyta	B	Belongs to the histone H2A family	-	-	-	ko:K11251	ko04217,ko05034,ko05322,map04217,map05034,map05322	-	-	-	ko00000,ko00001,ko03036,ko04147	-	-	-	Histone,Histone_H2A_C
scaffold14.g1230.t1	3075.A0A087SSE6	1.42e-202	629.0	COG5594@1|root,KOG1134@2759|Eukaryota,37R82@33090|Viridiplantae,34JP9@3041|Chlorophyta	3041|Chlorophyta	U	ERD4-related membrane protein	-	-	-	ko:K21989	-	-	-	-	ko00000,ko02000	-	-	-	PHM7_cyt,RSN1_7TM,RSN1_TM
scaffold14.g1231.t1	554065.XP_005848035.1	4.16e-161	473.0	COG0476@1|root,KOG2017@2759|Eukaryota,37N13@33090|Viridiplantae,34HM9@3041|Chlorophyta	3041|Chlorophyta	H	Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Also essential during biosynthesis of the molybdenum cofactor. Acts by mediating the C-terminal thiocarboxylation of sulfur carriers URM1 and MOCS2A. Its N-terminus first activates URM1 and MOCS2A as acyl-adenylates (-COAMP), then the persulfide sulfur on the catalytic cysteine is transferred to URM1 and MOCS2A to form thiocarboxylation (-COSH) of their C-terminus. The reaction probably involves hydrogen sulfide that is generated from the persulfide intermediate and that acts as nucleophile towards URM1 and MOCS2A. Subsequently, a transient disulfide bond is formed. Does not use thiosulfate as sulfur donor	CNX5	-	2.7.7.80,2.8.1.11	ko:K11996	ko04122,map04122	-	R07459,R07461	RC00043	ko00000,ko00001,ko01000,ko03016,ko04121	-	-	-	Rhodanese,ThiF
scaffold14.g1233.t1	554065.XP_005848666.1	6.26e-134	405.0	2CY94@1|root,2S2WS@2759|Eukaryota,37ZCJ@33090|Viridiplantae,34IZE@3041|Chlorophyta	3041|Chlorophyta	S	2OG-Fe(II) oxygenase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	-
scaffold14.g1234.t1	554065.XP_005848865.1	3.14e-80	248.0	COG1028@1|root,KOG1611@2759|Eukaryota,37REF@33090|Viridiplantae,34P5S@3041|Chlorophyta	3041|Chlorophyta	Q	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	-	-	-	-	-	-	-	adh_short
scaffold14.g1235.t1	554065.XP_005848667.1	1.52e-105	320.0	KOG1709@1|root,KOG1709@2759|Eukaryota,37R1W@33090|Viridiplantae,34K8X@3041|Chlorophyta	3041|Chlorophyta	E	ankyrin repeats	-	-	2.1.1.322	ko:K18477	-	-	R11221	RC00003,RC00614	ko00000,ko01000,ko03036	-	-	-	Ank_2
scaffold14.g1236.t1	554065.XP_005846681.1	9.08e-104	315.0	COG2226@1|root,KOG1540@2759|Eukaryota,37PAS@33090|Viridiplantae,34HHB@3041|Chlorophyta	3041|Chlorophyta	H	Methyltransferase required for the conversion of 2- polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2-polyprenyl-3- methyl-6-methoxy-1,4-benzoquinol (DMQH2)	COQ5	-	2.1.1.201	ko:K06127	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00128	R04983,R08774	RC00003,RC01253	ko00000,ko00001,ko00002,ko01000	-	-	-	Ubie_methyltran
scaffold14.g1239.t1	554065.XP_005848889.1	3.89e-112	344.0	COG3781@1|root,2QSQE@2759|Eukaryota,37QHQ@33090|Viridiplantae,34K6Q@3041|Chlorophyta	3041|Chlorophyta	S	Bestrophin, RFP-TM, chloride channel	-	-	-	ko:K08994	-	-	-	-	ko00000,ko02000	1.A.46.2	-	-	Bestrophin
scaffold14.g1240.t1	554065.XP_005848888.1	2.19e-63	203.0	2CBQC@1|root,2QPZN@2759|Eukaryota,37Q5C@33090|Viridiplantae,34KYV@3041|Chlorophyta	3041|Chlorophyta	S	TPR repeat	-	-	-	-	-	-	-	-	-	-	-	-	-
scaffold14.g1241.t1	554065.XP_005848681.1	1.02e-49	163.0	COG5102@1|root,KOG2887@2759|Eukaryota,37WKG@33090|Viridiplantae,34IKU@3041|Chlorophyta	3041|Chlorophyta	U	May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex	-	-	-	-	-	-	-	-	-	-	-	-	Got1
scaffold14.g1242.t1	248742.XP_005644405.1	4.93e-89	270.0	COG0193@1|root,KOG2255@2759|Eukaryota,37HFV@33090|Viridiplantae,34HZZ@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the PTH family	-	-	3.1.1.29	ko:K01056	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	Pept_tRNA_hydro
scaffold14.g1244.t1	248742.XP_005644233.1	6.73e-123	366.0	COG4266@1|root,KOG0757@2759|Eukaryota,37MF2@33090|Viridiplantae,34H9F@3041|Chlorophyta	3041|Chlorophyta	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	-	-	-	ko:K15115	-	-	-	-	ko00000,ko02000	2.A.29.10.1,2.A.29.10.2,2.A.29.10.3,2.A.29.10.5	-	-	Mito_carr
scaffold14.g1245.t1	554065.XP_005848689.1	2.03e-76	229.0	COG5262@1|root,KOG1756@2759|Eukaryota,37UXP@33090|Viridiplantae,34M3A@3041|Chlorophyta	3041|Chlorophyta	B	Belongs to the histone H2A family	-	-	-	ko:K11251	ko04217,ko05034,ko05322,map04217,map05034,map05322	-	-	-	ko00000,ko00001,ko03036,ko04147	-	-	-	Histone,Histone_H2A_C
scaffold14.g1251.t1	554065.XP_005848917.1	8.07e-123	392.0	COG0631@1|root,KOG0698@2759|Eukaryota,37PSJ@33090|Viridiplantae,34KIY@3041|Chlorophyta	3041|Chlorophyta	T	Sigma factor PP2C-like phosphatases	-	-	-	-	-	-	-	-	-	-	-	-	PP2C
