#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PSC69472.1	554065.XP_005846784.1	4.47e-119	410.0	COG5594@1|root,KOG1134@2759|Eukaryota,37U98@33090|Viridiplantae,34HKU@3041|Chlorophyta	3041|Chlorophyta	S	Calcium-dependent channel, 7TM region, putative phosphate	-	-	-	ko:K21989	-	-	-	-	ko00000,ko02000	-	-	-	PHM7_cyt,RSN1_7TM,RSN1_TM
PSC69475.1	554065.XP_005848079.1	2.22e-150	441.0	KOG2662@1|root,KOG2662@2759|Eukaryota,37V73@33090|Viridiplantae,34PEZ@3041|Chlorophyta	3041|Chlorophyta	P	magnesium ion transmembrane transporter activity	-	-	-	ko:K16075	-	-	-	-	ko00000,ko02000	1.A.35.5	-	-	-
PSC69476.1	554065.XP_005848075.1	7.84e-53	167.0	2BDG4@1|root,2S12I@2759|Eukaryota,37V8R@33090|Viridiplantae,34IU3@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ESSS
PSC69477.1	554065.XP_005847913.1	2.13e-102	320.0	2C9FF@1|root,2R8U0@2759|Eukaryota,382KU@33090|Viridiplantae,34NWF@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC69478.1	554065.XP_005848090.1	2.12e-107	319.0	28IXH@1|root,2QR94@2759|Eukaryota,37IBT@33090|Viridiplantae,34ISF@3041|Chlorophyta	3041|Chlorophyta	S	NAD(P)H-binding	-	-	-	-	-	-	-	-	-	-	-	-	NAD_binding_10
PSC69479.1	554065.XP_005848123.1	0.0	965.0	COG5158@1|root,KOG1299@2759|Eukaryota,37RC3@33090|Viridiplantae,34H4K@3041|Chlorophyta	3041|Chlorophyta	U	Belongs to the STXBP unc-18 SEC1 family	-	-	-	ko:K12479	ko04138,ko04144,map04138,map04144	-	-	-	ko00000,ko00001,ko04131	-	-	-	Sec1
PSC69480.1	554065.XP_005848100.1	1.42e-245	707.0	2CMXH@1|root,2QSJF@2759|Eukaryota,37SCP@33090|Viridiplantae,34GYT@3041|Chlorophyta	3041|Chlorophyta	S	Major facilitator	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC69481.1	554065.XP_005847939.1	9.28e-159	510.0	KOG1010@1|root,KOG1010@2759|Eukaryota,37JSN@33090|Viridiplantae,34HPM@3041|Chlorophyta	3041|Chlorophyta	D	Retinoblastoma-associated protein A domain	-	-	-	ko:K04681	ko04110,ko04218,ko04350,ko05165,ko05203,map04110,map04218,map04350,map05165,map05203	M00692	-	-	ko00000,ko00001,ko00002,ko03000	-	-	-	DUF3452,RB_A,RB_B
PSC69483.1	554065.XP_005847954.1	3.03e-225	627.0	KOG1497@1|root,KOG1497@2759|Eukaryota,37IJ1@33090|Viridiplantae,34J6T@3041|Chlorophyta	3041|Chlorophyta	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	-	-	-	ko:K12178	-	-	-	-	ko00000,ko04121	-	-	-	PCI
PSC69486.1	554065.XP_005843216.1	2.63e-50	176.0	KOG4842@1|root,KOG4842@2759|Eukaryota,37JES@33090|Viridiplantae,34KDQ@3041|Chlorophyta	3041|Chlorophyta	D	WLM domain	-	-	-	-	-	-	-	-	-	-	-	-	WLM
PSC69487.1	554065.XP_005848121.1	2.02e-144	413.0	COG1011@1|root,KOG3085@2759|Eukaryota,37V2M@33090|Viridiplantae,34M4C@3041|Chlorophyta	3041|Chlorophyta	S	HAD-hyrolase-like	-	-	3.1.3.29	ko:K01097	ko00520,ko01100,map00520,map01100	-	R01805	RC00017	ko00000,ko00001,ko01000,ko01009	-	-	-	HAD_2
PSC69490.1	554065.XP_005847946.1	1.09e-254	719.0	COG0506@1|root,KOG0186@2759|Eukaryota,37PAU@33090|Viridiplantae,34IF9@3041|Chlorophyta	3041|Chlorophyta	E	Converts proline to delta-1-pyrroline-5-carboxylate	-	-	-	ko:K00318	ko00330,ko01100,ko01110,ko01130,map00330,map01100,map01110,map01130	-	R10507	RC00083	ko00000,ko00001,ko01000	-	-	-	EF-hand_5,Pro_dh
PSC69491.1	554065.XP_005848079.1	1.01e-234	679.0	KOG2662@1|root,KOG2662@2759|Eukaryota,37V73@33090|Viridiplantae,34PEZ@3041|Chlorophyta	3041|Chlorophyta	P	magnesium ion transmembrane transporter activity	-	-	-	ko:K16075	-	-	-	-	ko00000,ko02000	1.A.35.5	-	-	-
PSC69493.1	554065.XP_005848128.1	4.47e-186	555.0	COG1607@1|root,KOG2763@2759|Eukaryota,37PGV@33090|Viridiplantae,34HT6@3041|Chlorophyta	3041|Chlorophyta	I	Acyl-coenzyme A thioesterase 9	-	-	-	ko:K17361	-	-	-	-	ko00000,ko01000,ko01004	-	-	-	4HBT
PSC69494.1	3055.EDP08384	3.18e-81	252.0	COG0561@1|root,2S1YA@2759|Eukaryota,388N7@33090|Viridiplantae,34JF1@3041|Chlorophyta	3041|Chlorophyta	S	Sucrose-6F-phosphate phosphohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
PSC69495.1	554065.XP_005847967.1	2.67e-142	440.0	28KTS@1|root,2QTA1@2759|Eukaryota,37K08@33090|Viridiplantae,34K2R@3041|Chlorophyta	3041|Chlorophyta	S	isoform X1	-	-	-	-	-	-	-	-	-	-	-	-	CTP_transf_like
PSC69497.1	554065.XP_005847959.1	6.06e-135	404.0	KOG0761@1|root,KOG0761@2759|Eukaryota,37PJ2@33090|Viridiplantae,34I86@3041|Chlorophyta	3041|Chlorophyta	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	-	-	-	ko:K15119	-	-	-	-	ko00000,ko02000	2.A.29	-	-	Mito_carr
PSC69498.1	554065.XP_005848094.1	1.87e-113	338.0	2CYTB@1|root,2S6A7@2759|Eukaryota,37WN4@33090|Viridiplantae,34I4I@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC69499.1	554065.XP_005847955.1	3.53e-156	474.0	COG0156@1|root,KOG1359@2759|Eukaryota,37PAF@33090|Viridiplantae,34JES@3041|Chlorophyta	3041|Chlorophyta	E	Aminotransferase class I and II	-	-	2.3.1.47	ko:K00652	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R03210,R10124	RC00004,RC00039,RC02725	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
PSC69500.1	554065.XP_005847955.1	3.89e-156	474.0	COG0156@1|root,KOG1359@2759|Eukaryota,37PAF@33090|Viridiplantae,34JES@3041|Chlorophyta	3041|Chlorophyta	E	Aminotransferase class I and II	-	-	2.3.1.47	ko:K00652	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R03210,R10124	RC00004,RC00039,RC02725	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
PSC69501.1	554065.XP_005847971.1	0.0	1159.0	COG0554@1|root,COG2940@1|root,KOG0732@2759|Eukaryota,KOG1084@2759|Eukaryota,37KWK@33090|Viridiplantae,34KDT@3041|Chlorophyta	3041|Chlorophyta	O	ATPase family associated with various cellular activities (AAA)	-	-	-	-	-	-	-	-	-	-	-	-	AAA
PSC69502.1	554065.XP_005848102.1	1.56e-165	532.0	COG5258@1|root,KOG0463@2759|Eukaryota,37Y3M@33090|Viridiplantae,34JR0@3041|Chlorophyta	3041|Chlorophyta	J	Elongation factor Tu GTP binding domain	-	-	-	-	-	-	-	-	-	-	-	-	GTP_EFTU
PSC69505.1	3075.A0A087SSY2	1.53e-115	357.0	28PRB@1|root,2QWDR@2759|Eukaryota,37RD6@33090|Viridiplantae,34IKF@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC69508.1	554065.XP_005847951.1	5e-96	304.0	COG0702@1|root,KOG4039@2759|Eukaryota,37XA9@33090|Viridiplantae,34KS0@3041|Chlorophyta	3041|Chlorophyta	T	Semialdehyde dehydrogenase, NAD binding domain	-	-	-	ko:K17290	-	-	-	-	ko00000,ko01000,ko04147	-	-	-	NAD_binding_10
PSC69509.1	554065.XP_005850263.1	0.0	1347.0	COG1454@1|root,KOG3857@2759|Eukaryota,37SZ5@33090|Viridiplantae,34K6Y@3041|Chlorophyta	3041|Chlorophyta	C	dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	Aldedh,Fe-ADH
PSC69510.1	554065.XP_005848122.1	3.98e-178	514.0	KOG0752@1|root,KOG0752@2759|Eukaryota,37I1W@33090|Viridiplantae,34JSW@3041|Chlorophyta	3041|Chlorophyta	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	-	-	-	ko:K15084,ko:K15085	-	-	-	-	ko00000,ko02000	2.A.29.12.1,2.A.29.12.2	-	-	Mito_carr
PSC69513.1	554065.XP_005847962.1	1.81e-185	522.0	COG0031@1|root,KOG1252@2759|Eukaryota,37MTM@33090|Viridiplantae,34H3B@3041|Chlorophyta	3041|Chlorophyta	E	Belongs to the cysteine synthase cystathionine beta- synthase family	-	-	2.5.1.47	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03601,R04859	RC00020,RC02814,RC02821	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
PSC69514.1	554065.XP_005843190.1	2.58e-32	117.0	KOG4267@1|root,KOG4267@2759|Eukaryota,37VG7@33090|Viridiplantae,34NJR@3041|Chlorophyta	3041|Chlorophyta	S	Transmembrane proteins 14C	-	-	-	-	-	-	-	-	-	-	-	-	Tmemb_14
PSC69515.1	554065.XP_005848084.1	5.97e-121	352.0	KOG3188@1|root,KOG3188@2759|Eukaryota,37PX1@33090|Viridiplantae,34HY0@3041|Chlorophyta	3041|Chlorophyta	S	ER membrane protein complex subunit 3	-	-	-	-	-	-	-	-	-	-	-	-	DUF106
PSC69517.1	554065.XP_005848076.1	1.7e-65	212.0	28NA4@1|root,2QUVJ@2759|Eukaryota,37QBK@33090|Viridiplantae,34IJU@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC69518.1	554065.XP_005848076.1	7.5e-53	179.0	28NA4@1|root,2QUVJ@2759|Eukaryota,37QBK@33090|Viridiplantae,34IJU@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC69519.1	554065.XP_005847940.1	4.51e-155	452.0	KOG1676@1|root,KOG1676@2759|Eukaryota,37VFX@33090|Viridiplantae,34I34@3041|Chlorophyta	3041|Chlorophyta	A	K homology RNA-binding domain	-	-	-	ko:K13210	-	-	-	-	ko00000,ko03019,ko03041	-	-	-	KH_1,WW
PSC69526.1	554065.XP_005847957.1	1.47e-128	384.0	COG3000@1|root,KOG0872@2759|Eukaryota,383X5@33090|Viridiplantae,34J23@3041|Chlorophyta	3041|Chlorophyta	I	sterol desaturase family	-	-	-	-	-	-	-	-	-	-	-	-	FA_hydroxylase
PSC69530.1	554065.XP_005848130.1	1.04e-87	280.0	KOG0583@1|root,KOG0583@2759|Eukaryota,37KE8@33090|Viridiplantae,34GZZ@3041|Chlorophyta	3041|Chlorophyta	T	serine threonine protein kinase	-	-	2.7.11.11	ko:K07198	ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04140,map04150,map04151,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410,map05418	-	-	-	ko00000,ko00001,ko01000,ko01001,ko03029,ko04131	-	-	-	Pkinase
PSC69531.1	554065.XP_005848116.1	0.0	939.0	COG4992@1|root,KOG1401@2759|Eukaryota,37MBE@33090|Viridiplantae,34HHR@3041|Chlorophyta	3041|Chlorophyta	E	AAA domain	-	-	2.6.1.62,6.3.3.3	ko:K19562	ko00780,ko01100,map00780,map01100	M00123	R03182,R03231	RC00006,RC00868,RC00887	ko00000,ko00001,ko00002,ko01000	-	-	-	AAA_26,Aminotran_3
PSC69532.1	554065.XP_005847916.1	0.0	997.0	KOG1156@1|root,KOG1156@2759|Eukaryota,37MUC@33090|Viridiplantae,34GX9@3041|Chlorophyta	3041|Chlorophyta	B	NMDA receptor-regulated protein 1	-	-	-	ko:K20792	-	-	-	-	ko00000,ko03036	-	-	-	NARP1,TPR_8
PSC69533.1	554065.XP_005848120.1	1.2e-56	182.0	COG0666@1|root,KOG0504@2759|Eukaryota,37UQM@33090|Viridiplantae,34JU6@3041|Chlorophyta	3041|Chlorophyta	S	Ankyrin repeat	-	-	-	-	-	-	-	-	-	-	-	-	Ank_2,Ank_4
PSC69534.1	554065.XP_005848101.1	1.4e-163	476.0	COG5641@1|root,KOG1601@2759|Eukaryota,37IKW@33090|Viridiplantae,34J8W@3041|Chlorophyta	3041|Chlorophyta	K	cheY-homologous receiver domain	-	-	-	ko:K14491	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	Myb_DNA-binding,Response_reg
PSC69537.1	554065.XP_005847921.1	2.39e-72	220.0	2AP7X@1|root,2S4RV@2759|Eukaryota,37WFZ@33090|Viridiplantae,34KYI@3041|Chlorophyta	3041|Chlorophyta	S	Photosystem II 10 kDa polypeptide PsbR	-	-	-	ko:K03541	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	iRC1080.CRv4_Au5_s6_g12617_t1	PsbR
PSC69538.1	554065.XP_005848118.1	5.43e-209	608.0	COG0502@1|root,KOG2900@2759|Eukaryota,37KWH@33090|Viridiplantae,34GTT@3041|Chlorophyta	3041|Chlorophyta	H	Biotin and Thiamin Synthesis associated domain	-	-	2.8.1.6	ko:K01012	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R01078	RC00441	ko00000,ko00001,ko00002,ko01000	-	-	-	BATS,Radical_SAM
PSC69540.1	554065.XP_005848103.1	0.0	2538.0	KOG0916@1|root,KOG0916@2759|Eukaryota,37QVK@33090|Viridiplantae,34HAQ@3041|Chlorophyta	3041|Chlorophyta	M	1,3-beta-glucan synthase component	-	-	2.4.1.34	ko:K00706,ko:K11000	ko00500,ko04011,map00500,map04011	-	R03118	RC00005	ko00000,ko00001,ko01000,ko01003	-	GT48	-	FKS1_dom1,Glucan_synthase
PSC69541.1	554065.XP_005852257.1	0.0	882.0	COG0112@1|root,KOG2467@2759|Eukaryota,37KTU@33090|Viridiplantae,34GQI@3041|Chlorophyta	3041|Chlorophyta	H	Interconversion of serine and glycine	-	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
PSC69544.1	554065.XP_005847925.1	0.0	1884.0	COG0145@1|root,KOG1939@2759|Eukaryota,37JQ4@33090|Viridiplantae,34H9V@3041|Chlorophyta	3041|Chlorophyta	E	the Hydantoinase_B family includes N-methylhydaintoinase B which converts hydantoin to N-carbamyl-amino acids, and 5-oxoprolinase (OPLA_RAT)which catalyses the formation of L-glutamate from 5-oxo-L-proline	-	-	3.5.2.9	ko:K01469	ko00480,map00480	-	R00251	RC00553	ko00000,ko00001,ko01000	-	-	-	Hydant_A_N,Hydantoinase_A,Hydantoinase_B
PSC69545.1	554065.XP_005847925.1	0.0	1837.0	COG0145@1|root,KOG1939@2759|Eukaryota,37JQ4@33090|Viridiplantae,34H9V@3041|Chlorophyta	3041|Chlorophyta	E	the Hydantoinase_B family includes N-methylhydaintoinase B which converts hydantoin to N-carbamyl-amino acids, and 5-oxoprolinase (OPLA_RAT)which catalyses the formation of L-glutamate from 5-oxo-L-proline	-	-	3.5.2.9	ko:K01469	ko00480,map00480	-	R00251	RC00553	ko00000,ko00001,ko01000	-	-	-	Hydant_A_N,Hydantoinase_A,Hydantoinase_B
PSC69546.1	554065.XP_005847925.1	0.0	1884.0	COG0145@1|root,KOG1939@2759|Eukaryota,37JQ4@33090|Viridiplantae,34H9V@3041|Chlorophyta	3041|Chlorophyta	E	the Hydantoinase_B family includes N-methylhydaintoinase B which converts hydantoin to N-carbamyl-amino acids, and 5-oxoprolinase (OPLA_RAT)which catalyses the formation of L-glutamate from 5-oxo-L-proline	-	-	3.5.2.9	ko:K01469	ko00480,map00480	-	R00251	RC00553	ko00000,ko00001,ko01000	-	-	-	Hydant_A_N,Hydantoinase_A,Hydantoinase_B
PSC69547.1	554065.XP_005847925.1	0.0	1884.0	COG0145@1|root,KOG1939@2759|Eukaryota,37JQ4@33090|Viridiplantae,34H9V@3041|Chlorophyta	3041|Chlorophyta	E	the Hydantoinase_B family includes N-methylhydaintoinase B which converts hydantoin to N-carbamyl-amino acids, and 5-oxoprolinase (OPLA_RAT)which catalyses the formation of L-glutamate from 5-oxo-L-proline	-	-	3.5.2.9	ko:K01469	ko00480,map00480	-	R00251	RC00553	ko00000,ko00001,ko01000	-	-	-	Hydant_A_N,Hydantoinase_A,Hydantoinase_B
PSC69548.1	554065.XP_005847963.1	9.5e-228	650.0	KOG0032@1|root,KOG0032@2759|Eukaryota,37YM9@33090|Viridiplantae,34JPQ@3041|Chlorophyta	3041|Chlorophyta	T	Protein tyrosine kinase	-	-	2.7.11.1	ko:K13412	ko04626,ko05145,map04626,map05145	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase
PSC69550.1	554065.XP_005848099.1	1.62e-187	528.0	COG0057@1|root,KOG0657@2759|Eukaryota,37K7M@33090|Viridiplantae,34HEN@3041|Chlorophyta	3041|Chlorophyta	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	-	-	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
PSC69552.1	554065.XP_005847964.1	1.19e-163	474.0	KOG3039@1|root,KOG3039@2759|Eukaryota,37MX2@33090|Viridiplantae,34HMC@3041|Chlorophyta	3041|Chlorophyta	A	Zinc-finger of nitric oxide synthase-interacting protein	-	-	-	ko:K13125	-	-	-	-	ko00000,ko03041	-	-	-	zf-NOSIP
PSC69554.1	554065.XP_005848106.1	5.15e-156	452.0	KOG3058@1|root,KOG3058@2759|Eukaryota,37NJA@33090|Viridiplantae,34JSJ@3041|Chlorophyta	3041|Chlorophyta	S	PAP2 superfamily C-terminal	-	-	-	-	-	-	-	-	-	-	-	-	PAP2_C
PSC69556.1	554065.XP_005848098.1	3.91e-70	223.0	28J72@1|root,2QRJB@2759|Eukaryota,37JWF@33090|Viridiplantae,34MAE@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC69557.1	3075.A0A087SRC9	0.0	1290.0	COG1877@1|root,KOG1050@2759|Eukaryota,37ITE@33090|Viridiplantae,34J49@3041|Chlorophyta	3041|Chlorophyta	G	Glycosyltransferase family 20	-	-	2.4.1.15,3.1.3.12	ko:K16055	ko00500,ko01100,map00500,map01100	-	R02737,R02778	RC00005,RC00017,RC00049,RC02748	ko00000,ko00001,ko01000,ko01003	-	GT20	-	Glyco_transf_20,Trehalose_PPase
PSC69559.1	554065.XP_005847917.1	1.05e-72	231.0	28JI2@1|root,2QRXA@2759|Eukaryota,37J6E@33090|Viridiplantae,34GSP@3041|Chlorophyta	33090|Viridiplantae	S	photosystem II	-	-	-	ko:K02716	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	MSP
PSC69560.1	554065.XP_005848105.1	1.69e-91	278.0	COG1278@1|root,KOG3070@2759|Eukaryota,380ND@33090|Viridiplantae,34MA1@3041|Chlorophyta	3041|Chlorophyta	A	Cold shock protein domain	-	-	-	ko:K09276	-	-	-	-	ko00000,ko03000,ko03019,ko03041	-	-	-	CSD,RRM_1
PSC69561.1	554065.XP_005848112.1	2.65e-112	326.0	COG0637@1|root,KOG2914@2759|Eukaryota,37VY1@33090|Viridiplantae,34IBP@3041|Chlorophyta	3041|Chlorophyta	S	Haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
PSC69563.1	554065.XP_005848085.1	1.89e-187	529.0	COG0382@1|root,2QUHT@2759|Eukaryota,37R0V@33090|Viridiplantae,34GVQ@3041|Chlorophyta	3041|Chlorophyta	H	UbiA prenyltransferase family	-	-	2.5.1.117	ko:K12501	ko00130,map00130	-	R08782	RC01840	ko00000,ko00001,ko01000,ko01006	-	-	-	UbiA
PSC69566.1	554065.XP_005847953.1	2.25e-86	267.0	KOG3277@1|root,KOG3277@2759|Eukaryota,37R5H@33090|Viridiplantae,34P00@3041|Chlorophyta	3041|Chlorophyta	S	DNL zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	zf-DNL
PSC69567.1	554065.XP_005848133.1	3.83e-169	484.0	KOG1734@1|root,KOG1734@2759|Eukaryota,37YBC@33090|Viridiplantae,34K2K@3041|Chlorophyta	3041|Chlorophyta	O	endoplasmic reticulum unfolded protein response	-	-	-	ko:K15698	-	-	-	-	ko00000,ko04121	-	-	-	zf-C3HC4
PSC69568.1	554065.XP_005848113.1	1.32e-168	481.0	2E6SF@1|root,2SDF7@2759|Eukaryota,37XWE@33090|Viridiplantae,34IT4@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC69569.1	554065.XP_005847920.1	1.12e-129	382.0	KOG2632@1|root,KOG2632@2759|Eukaryota,382QR@33090|Viridiplantae,34NP9@3041|Chlorophyta	3041|Chlorophyta	S	Rhomboid family	-	-	-	ko:K09651	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Rhomboid
PSC69570.1	3075.A0A087STV1	2.28e-46	171.0	KOG2521@1|root,KOG2521@2759|Eukaryota,3820M@33090|Viridiplantae,34NTK@3041|Chlorophyta	3041|Chlorophyta	S	Eukaryotic protein of unknown function (DUF829)	-	-	-	-	-	-	-	-	-	-	-	-	DUF829
PSC69571.1	3075.A0A087SM98	5.65e-140	423.0	COG0224@1|root,KOG1531@2759|Eukaryota,37RB5@33090|Viridiplantae,34GQN@3041|Chlorophyta	3041|Chlorophyta	C	ATP synthase	ATPC	-	-	ko:K02115	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	iRC1080.CRv4_Au5_s6_g12596_t1	ATP-synt
PSC69573.1	554065.XP_005847565.1	1.57e-200	577.0	KOG0032@1|root,KOG0032@2759|Eukaryota,37YAT@33090|Viridiplantae,34JSH@3041|Chlorophyta	3041|Chlorophyta	T	Protein tyrosine kinase	-	-	2.7.11.1	ko:K13412	ko04626,ko05145,map04626,map05145	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase
PSC69575.1	554065.XP_005846339.1	3.03e-217	612.0	COG0334@1|root,KOG2250@2759|Eukaryota,37KBG@33090|Viridiplantae,34P6X@3041|Chlorophyta	33090|Viridiplantae	E	Belongs to the Glu Leu Phe Val dehydrogenases family	-	GO:0003674,GO:0003824,GO:0004353,GO:0004354,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016638,GO:0016639,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.4.1.4	ko:K00262	ko00220,ko00250,ko00910,ko01100,map00220,map00250,map00910,map01100	-	R00248	RC00006,RC02799	ko00000,ko00001,ko01000	-	-	-	ELFV_dehydrog,ELFV_dehydrog_N
PSC69576.1	554065.XP_005846339.1	7.8e-212	598.0	COG0334@1|root,KOG2250@2759|Eukaryota,37KBG@33090|Viridiplantae,34P6X@3041|Chlorophyta	33090|Viridiplantae	E	Belongs to the Glu Leu Phe Val dehydrogenases family	-	GO:0003674,GO:0003824,GO:0004353,GO:0004354,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016638,GO:0016639,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.4.1.4	ko:K00262	ko00220,ko00250,ko00910,ko01100,map00220,map00250,map00910,map01100	-	R00248	RC00006,RC02799	ko00000,ko00001,ko01000	-	-	-	ELFV_dehydrog,ELFV_dehydrog_N
PSC69577.1	554065.XP_005846332.1	3.9e-67	218.0	COG5208@1|root,KOG1657@2759|Eukaryota,37PS7@33090|Viridiplantae,34MHU@3041|Chlorophyta	3041|Chlorophyta	K	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	-	-	-	ko:K08066	ko04612,ko05152,map04612,map05152	-	-	-	ko00000,ko00001,ko03000	-	-	-	CBFD_NFYB_HMF
PSC69581.1	554065.XP_005846376.1	9.09e-180	515.0	COG1094@1|root,KOG2874@2759|Eukaryota,37QT2@33090|Viridiplantae,34H5F@3041|Chlorophyta	3041|Chlorophyta	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	-	-	-	ko:K06961	-	-	-	-	ko00000,ko03009	-	-	-	-
PSC69582.1	554065.XP_005846534.1	1.58e-271	751.0	COG4284@1|root,KOG2388@2759|Eukaryota,37PUN@33090|Viridiplantae,34GXK@3041|Chlorophyta	3041|Chlorophyta	M	UTP--glucose-1-phosphate uridylyltransferase	-	-	2.7.7.23,2.7.7.83	ko:K00972	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00361,M00362	R00416	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPGP
PSC69583.1	554065.XP_005846534.1	1.09e-267	743.0	COG4284@1|root,KOG2388@2759|Eukaryota,37PUN@33090|Viridiplantae,34GXK@3041|Chlorophyta	3041|Chlorophyta	M	UTP--glucose-1-phosphate uridylyltransferase	-	-	2.7.7.23,2.7.7.83	ko:K00972	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00361,M00362	R00416	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPGP
PSC69585.1	554065.XP_005846367.1	1.33e-77	238.0	COG0576@1|root,KOG3003@2759|Eukaryota,37INI@33090|Viridiplantae,34M0C@3041|Chlorophyta	3041|Chlorophyta	O	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner	CGE1	-	-	ko:K03687	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	GrpE
